Player,team,Pos,Age,G,GS,Yrs,AV,player_name,position,has_contract,contract_match_type,year
Zay Flowers,BAL,WR,24.0,17,15.0,1,11.0,,,False,unmatched,2024
Kyle Hamilton,BAL,SS,23.0,17,17.0,2,8.0,,,False,unmatched,2024
Malik Harrison,BAL,LB,26.0,15,7.0,4,3.0,,,False,unmatched,2024
Deonte Harty,BAL,WR,27.0,5,0.0,5,0.0,,,False,unmatched,2024
Derrick Henry,BAL,RB,30.0,17,17.0,8,16.0,,,False,unmatched,2024
Justice Hill,BAL,RB,27.0,15,0.0,5,5.0,,,False,unmatched,2024
Ka'dar Hollman,BAL,CB,30.0,3,0.0,5,0.0,,,False,unmatched,2024
Marlon Humphrey,BAL,LCB,28.0,16,16.0,7,12.0,,,False,unmatched,2024
Adisa Isaac,BAL,OLB,23.0,4,0.0,Rook,0.0,,,False,unmatched,2024
Eddie Jackson,BAL,FS,31.0,9,4.0,7,1.0,,,False,unmatched,2024
Lamar Jackson,BAL,QB,27.0,17,17.0,6,21.0,,,False,unmatched,2024
Diontae Johnson,BAL,WR,28.0,4,1.0,5,0.0,,,False,unmatched,2024
Josh Johnson,BAL,QB,38.0,6,0.0,15,0.0,,,False,unmatched,2024
Josh Jones,BAL,OL,27.0,16,0.0,4,1.0,,,False,unmatched,2024
Travis Jones,BAL,NT,25.0,17,15.0,2,6.0,,,False,unmatched,2024
Sanoussi Kane,BAL,S,23.0,15,0.0,Rook,1.0,,,False,unmatched,2024
John Kelly,BAL,RB,28.0,2,0.0,6,0.0,,,False,unmatched,2024
Desmond King,BAL,CB,30.0,2,0.0,7,0.0,,,False,unmatched,2024
Charlie Kolar,BAL,TE,25.0,13,3.0,2,1.0,,,False,unmatched,2024
William Kwenkeu,BAL,LB,27.0,2,0.0,2,0.0,,,False,unmatched,2024
Isaiah Likely,BAL,TE,24.0,16,9.0,2,5.0,,,False,unmatched,2024
Tyler Linderbaum,BAL,C,24.0,17,17.0,2,10.0,,,False,unmatched,2024
Nnamdi Madubuike,BAL,DT,27.0,17,17.0,4,10.0,,,False,unmatched,2024
Arthur Maulet,BAL,CB,31.0,3,0.0,7,0.0,,,False,unmatched,2024
Patrick Mekari,BAL,LG,27.0,17,17.0,5,8.0,,,False,unmatched,2024
Anthony Miller,BAL,WR,30.0,2,0.0,6,0.0,,,False,unmatched,2024
Keaton Mitchell,BAL,RB,22.0,5,0.0,1,0.0,,,False,unmatched,2024
Nick Moore,BAL,LS,32.0,17,0.0,4,1.0,,,False,unmatched,2024
Yannick Ngakoue,BAL,OLB,29.0,5,0.0,8,0.0,,,False,unmatched,2024
David Ojabo,BAL,OLB,24.0,13,0.0,2,1.0,,,False,unmatched,2024
Odafe Oweh,BAL,LOLB,26.0,17,10.0,3,5.0,,,False,unmatched,2024
Michael Pierce,BAL,NT,32.0,11,1.0,8,1.0,,,False,unmatched,2024
Patrick Ricard,BAL,FB,30.0,17,6.0,7,0.0,,,False,unmatched,2024
Tavius Robinson,BAL,OLB,25.0,17,7.0,1,4.0,,,False,unmatched,2024
Roger Rosengarten,BAL,RT,22.0,17,14.0,Rook,8.0,,,False,unmatched,2024
Josh Ross,BAL,LB,25.0,7,0.0,2,0.0,,,False,unmatched,2024
Trenton Simpson,BAL,RLB,23.0,17,13.0,1,6.0,,,False,unmatched,2024
Steven Sims,BAL,WR,27.0,2,0.0,5,0.0,,,False,unmatched,2024
Roquan Smith,BAL,LILB,27.0,16,16.0,6,14.0,,,False,unmatched,2024
Ronnie Stanley,BAL,LT,30.0,17,17.0,8,12.0,,,False,unmatched,2024
Brandon Stephens,BAL,RCB,27.0,17,17.0,3,4.0,,,False,unmatched,2024
Jordan Stout,BAL,P,26.0,17,0.0,2,2.0,,,False,unmatched,2024
T.J. Tampa,BAL,CB,22.0,7,0.0,Rook,0.0,,,False,unmatched,2024
Justin Tucker,BAL,K,35.0,17,0.0,12,2.0,,,False,unmatched,2024
Josh Tupou,BAL,NT,30.0,3,0.0,7,0.0,,,False,unmatched,2024
Brent Urban,BAL,DL,33.0,13,0.0,9,1.0,,,False,unmatched,2024
Kyle Van Noy,BAL,ROLB,33.0,16,13.0,10,9.0,,,False,unmatched,2024
Andrew Vorhees,BAL,OL,25.0,15,3.0,1,2.0,,,False,unmatched,2024
Devontez Walker,BAL,WR,23.0,9,0.0,Rook,0.0,,,False,unmatched,2024
Tylan Wallace,BAL,WR,25.0,17,0.0,3,2.0,,,False,unmatched,2024
Ar'Darius Washington,BAL,S,25.0,17,10.0,3,3.0,,,False,unmatched,2024
Broderick Washington Jr.,BAL,DT,28.0,15,5.0,4,3.0,,,False,unmatched,2024
Kristian Welch,BAL,LB,26.0,9,1.0,4,1.0,,,False,unmatched,2024
Tre'Davious White,BAL,CB,29.0,7,0.0,7,0.0,,,False,unmatched,2024
Nate Wiggins,BAL,CB,21.0,15,6.0,Rook,2.0,,,False,unmatched,2024
Marcus Williams,BAL,FS,28.0,11,9.0,7,2.0,,,False,unmatched,2024
Chris Wormley,BAL,DL,31.0,2,0.0,7,0.0,,,False,unmatched,2024
Team Total,BAL,,26.9,17,,4.1,,,,False,unmatched,2024
Montravius Adams,PIT,DT,29.0,11,0.0,7,1.0,,,False,unmatched,2024
Kyle Allen,PIT,QB,28.0,1,0.0,6,0.0,,,False,unmatched,2024
Calvin Anderson,PIT,OT,28.0,4,0.0,4,0.0,,,False,unmatched,2024
Spencer Anderson,PIT,OL,24.0,17,4.0,1,2.0,,,False,unmatched,2024
Calvin Austin III,PIT,WR,25.0,17,8.0,1,6.0,,,False,unmatched,2024
Keeanu Benton,PIT,NT,23.0,17,14.0,1,7.0,,,False,unmatched,2024
Beanie Bishop,PIT,CB,25.0,17,6.0,Rook,4.0,,,False,unmatched,2024
Chris Boswell,PIT,K,33.0,17,0.0,9,6.0,,,False,unmatched,2024
James Daniels,PIT,OL,27.0,4,4.0,6,2.0,,,False,unmatched,2024
Terrell Edmunds,PIT,S,27.0,5,0.0,6,0.0,,,False,unmatched,2024
DeShon Elliott,PIT,FS,27.0,15,14.0,5,6.0,,,False,unmatched,2024
Jalen Elliott,PIT,S,26.0,2,0.0,3,0.0,,,False,unmatched,2024
Troy Fautanu,PIT,OT,24.0,1,1.0,Rook,0.0,,,False,unmatched,2024
Justin Fields,PIT,QB,25.0,10,6.0,3,6.0,,,False,unmatched,2024
Minkah Fitzpatrick,PIT,SS,28.0,17,17.0,6,8.0,,,False,unmatched,2024
Zach Frazier,PIT,C,23.0,15,15.0,Rook,6.0,,,False,unmatched,2024
Pat Freiermuth,PIT,TE,26.0,17,11.0,3,6.0,,,False,unmatched,2024
Thomas Graham,PIT,DB,25.0,1,0.0,3,0.0,,,False,unmatched,2024
Najee Harris,PIT,RB,26.0,17,17.0,3,8.0,,,False,unmatched,2024
Nick Herbig,PIT,LB,23.0,13,5.0,1,4.0,,,False,unmatched,2024
Cameron Heyward,PIT,LDE,35.0,17,17.0,13,16.0,,,False,unmatched,2024
Connor Heyward,PIT,TE,25.0,17,5.0,2,0.0,,,False,unmatched,2024
Alex Highsmith,PIT,ROLB,27.0,11,11.0,4,5.0,,,False,unmatched,2024
Donte Jackson,PIT,LCB,29.0,15,15.0,6,6.0,,,False,unmatched,2024
Van Jefferson,PIT,WR,28.0,17,12.0,4,3.0,,,False,unmatched,2024
Brandon Johnson,PIT,WR,26.0,3,0.0,2,0.0,,,False,unmatched,2024
Cameron Johnston,PIT,P,32.0,1,0.0,6,0.0,,,False,unmatched,2024
Broderick Jones,PIT,RT,23.0,17,16.0,1,8.0,,,False,unmatched,2024
Damontae Kazee,PIT,S,31.0,15,1.0,7,1.0,,,False,unmatched,2024
Miles Killebrew,PIT,S,31.0,17,0.0,8,3.0,,,False,unmatched,2024
Christian Kuntz,PIT,LS,30.0,17,0.0,3,1.0,,,False,unmatched,2024
DeMarvin Leal,PIT,DE,24.0,5,0.0,2,0.0,,,False,unmatched,2024
Eku Leota,PIT,LB,25.0,1,0.0,1,0.0,,,False,unmatched,2024
Isaiahh Loudermilk,PIT,DT,27.0,16,0.0,3,1.0,,,False,unmatched,2024
Dean Lowry,PIT,DT,30.0,12,1.0,8,1.0,,,False,unmatched,2024
Tyler Matakevich,PIT,LB,32.0,11,0.0,8,1.0,,,False,unmatched,2024
Ryan McCollum,PIT,C,26.0,17,2.0,3,2.0,,,False,unmatched,2024
Mason McCormick,PIT,RG,24.0,17,14.0,Rook,6.0,,,False,unmatched,2024
Scott Miller,PIT,WR,27.0,13,1.0,5,1.0,,,False,unmatched,2024
Jeremiah Moon,PIT,LB,26.0,13,1.0,1,1.0,,,False,unmatched,2024
Dan Moore,PIT,LT,26.0,17,17.0,3,8.0,,,False,unmatched,2024
Adetokunbo Ogundeji,PIT,OLB,26.0,3,0.0,3,0.0,,,False,unmatched,2024
Larry Ogunjobi,PIT,RDE,30.0,15,12.0,7,5.0,,,False,unmatched,2024
Cordarrelle Patterson,PIT,RB,33.0,13,1.0,11,2.0,,,False,unmatched,2024
George Pickens,PIT,WR,23.0,14,12.0,2,8.0,,,False,unmatched,2024
James Pierre,PIT,CB,28.0,15,2.0,4,2.0,,,False,unmatched,2024
Joey Porter Jr.,PIT,RCB,24.0,16,16.0,1,6.0,,,False,unmatched,2024
MyCole Pruitt,PIT,TE,32.0,12,5.0,9,0.0,,,False,unmatched,2024
Patrick Queen,PIT,LILB,25.0,17,17.0,4,10.0,,,False,unmatched,2024
Elandon Roberts,PIT,RILB,30.0,17,14.0,8,6.0,,,False,unmatched,2024
Mark Robinson,PIT,LB,25.0,17,0.0,2,1.0,,,False,unmatched,2024
Darius Rush,PIT,CB,24.0,2,0.0,1,0.0,,,False,unmatched,2024
Max Scharping,PIT,G,28.0,2,0.0,5,0.0,,,False,unmatched,2024
Isaac Seumalo,PIT,LG,31.0,13,13.0,8,7.0,,,False,unmatched,2024
Aaron Shampklin,PIT,RB,25.0,3,0.0,1,0.0,,,False,unmatched,2024
Ben Skowronek,PIT,WR,27.0,10,1.0,3,1.0,,,False,unmatched,2024
Preston Smith,PIT,LB,32.0,8,0.0,9,1.0,,,False,unmatched,2024
Cameron Sutton,PIT,CB,29.0,9,2.0,7,1.0,,,False,unmatched,2024
Cory Trice,PIT,CB,24.0,6,1.0,1,1.0,,,False,unmatched,2024
Corliss Waitman,PIT,P,29.0,16,0.0,3,3.0,,,False,unmatched,2024
Jonathan Ward,PIT,RB,27.0,4,0.0,4,0.0,,,False,unmatched,2024
Jaylen Warren,PIT,RB,26.0,15,0.0,2,6.0,,,False,unmatched,2024
Darnell Washington,PIT,TE,23.0,17,9.0,1,2.0,,,False,unmatched,2024
T.J. Watt,PIT,LOLB,30.0,17,17.0,7,14.0,,,False,unmatched,2024
Mike Williams,PIT,WR,30.0,9,2.0,7,1.0,,,False,unmatched,2024
Rodney Williams,PIT,TE,26.0,6,0.0,1,0.0,,,False,unmatched,2024
Payton Wilson,PIT,LB,24.0,17,4.0,Rook,4.0,,,False,unmatched,2024
Roman Wilson,PIT,WR,23.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Russell Wilson,PIT,QB,36.0,11,11.0,12,9.0,,,False,unmatched,2024
Team Total,PIT,,27.2,17,,4.0,,,,False,unmatched,2024
Cal Adomitis,CIN,LS,26.0,17,0.0,2,1.0,,,False,unmatched,2024
Erick All,CIN,TE,24.0,9,6.0,Rook,1.0,,,False,unmatched,2024
Tycen Anderson,CIN,S,25.0,17,0.0,1,1.0,,,False,unmatched,2024
Daijahn Anthony,CIN,S,24.0,13,0.0,Rook,1.0,,,False,unmatched,2024
Joe Bachie,CIN,LB,26.0,12,0.0,4,1.0,,,False,unmatched,2024
Jordan Battle,CIN,S,24.0,17,6.0,1,3.0,,,False,unmatched,2024
Vonn Bell,CIN,FS,30.0,17,11.0,8,4.0,,,False,unmatched,2024
Chase Brown,CIN,RB,24.0,16,10.0,1,10.0,,,False,unmatched,2024
Orlando Brown Jr.,CIN,LT,28.0,11,11.0,6,6.0,,,False,unmatched,2024
Trent Brown,CIN,OT,31.0,3,3.0,9,2.0,,,False,unmatched,2024
Jake Browning,CIN,QB,28.0,3,0.0,1,0.0,,,False,unmatched,2024
Joe Burrow,CIN,QB,28.0,17,17.0,4,16.0,,,False,unmatched,2024
Jermaine Burton,CIN,WR,23.0,14,1.0,Rook,1.0,,,False,unmatched,2024
Alex Cappa,CIN,RG,29.0,17,17.0,6,8.0,,,False,unmatched,2024
Zachary Carter,CIN,DT,25.0,4,2.0,2,1.0,,,False,unmatched,2024
Ja'Marr Chase,CIN,WR,24.0,17,16.0,3,16.0,,,False,unmatched,2024
Devin Cochran,CIN,OT,26.0,9,1.0,1,1.0,,,False,unmatched,2024
Jalen Davis,CIN,CB,28.0,2,0.0,6,0.0,,,False,unmatched,2024
Akeem Davis-Gaither,CIN,RLB,27.0,17,7.0,4,4.0,,,False,unmatched,2024
Cody Ford,CIN,G,28.0,16,9.0,5,5.0,,,False,unmatched,2024
Mike Gesicki,CIN,TE,29.0,17,3.0,6,6.0,,,False,unmatched,2024
Cam Grandy,CIN,TE,24.0,8,6.0,Rook,0.0,,,False,unmatched,2024
Lawrence Guy,CIN,DT,34.0,4,2.0,12,1.0,,,False,unmatched,2024
Trey Hendrickson,CIN,RDE,30.0,17,17.0,7,15.0,,,False,unmatched,2024
K.J. Henry,CIN,DE,25.0,2,0.0,1,0.0,,,False,unmatched,2024
Khalil Herbert,CIN,RB,26.0,8,1.0,3,1.0,,,False,unmatched,2024
Shaka Heyward,CIN,LB,24.0,6,0.0,1,0.0,,,False,unmatched,2024
Tee Higgins,CIN,WR,25.0,12,9.0,4,8.0,,,False,unmatched,2024
B.J. Hill,CIN,RDT,29.0,15,15.0,6,6.0,,,False,unmatched,2024
Daxton Hill,CIN,CB,24.0,5,5.0,2,1.0,,,False,unmatched,2024
Trey Hill,CIN,C,24.0,1,0.0,3,0.0,,,False,unmatched,2024
Mike Hilton,CIN,CB,30.0,16,10.0,7,3.0,,,False,unmatched,2024
Sam Hubbard,CIN,LDE,29.0,14,14.0,6,6.0,,,False,unmatched,2024
Tanner Hudson,CIN,TE,30.0,11,0.0,5,1.0,,,False,unmatched,2024
Andrei Iosivas,CIN,WR,25.0,17,8.0,1,4.0,,,False,unmatched,2024
Trenton Irwin,CIN,WR,29.0,7,2.0,5,0.0,,,False,unmatched,2024
DJ Ivey,CIN,CB,24.0,11,0.0,1,1.0,,,False,unmatched,2024
McKinnley Jackson,CIN,DT,23.0,13,1.0,Rook,1.0,,,False,unmatched,2024
Kris Jenkins,CIN,LDT,23.0,15,9.0,Rook,4.0,,,False,unmatched,2024
Cedric Johnson,CIN,DE,22.0,9,0.0,Rook,1.0,,,False,unmatched,2024
Charlie Jones,CIN,WR,26.0,8,0.0,1,1.0,,,False,unmatched,2024
Ted Karras,CIN,C,31.0,17,17.0,8,8.0,,,False,unmatched,2024
Jaxson Kirkland,CIN,G,26.0,2,0.0,1,0.0,,,False,unmatched,2024
Matt Lee,CIN,C,23.0,17,1.0,Rook,2.0,,,False,unmatched,2024
Tanner McLachlan,CIN,TE,25.0,2,0.0,Rook,0.0,,,False,unmatched,2024
Evan McPherson,CIN,K,25.0,12,0.0,3,1.0,,,False,unmatched,2024
Kendall Milton,CIN,RB,22.0,2,0.0,Rook,0.0,,,False,unmatched,2024
Amarius Mims,CIN,RT,22.0,15,13.0,Rook,8.0,,,False,unmatched,2024
Zack Moss,CIN,RB,27.0,8,6.0,4,3.0,,,False,unmatched,2024
Myles Murphy,CIN,DE,22.0,13,0.0,1,1.0,,,False,unmatched,2024
Josh Newton,CIN,RCB,24.0,17,6.0,Rook,2.0,,,False,unmatched,2024
Maema Njongmeta,CIN,LB,23.0,17,1.0,Rook,2.0,,,False,unmatched,2024
Joseph Ossai,CIN,DE,24.0,17,3.0,2,2.0,,,False,unmatched,2024
Germaine Pratt,CIN,MLB,28.0,17,17.0,5,7.0,,,False,unmatched,2024
Kendric Pryor,CIN,WR,26.0,1,0.0,1,0.0,,,False,unmatched,2024
Sheldon Rankins,CIN,DT,30.0,7,7.0,8,3.0,,,False,unmatched,2024
Ryan Rehkow,CIN,P,26.0,17,0.0,Rook,3.0,,,False,unmatched,2024
Drew Sample,CIN,TE,28.0,17,15.0,5,1.0,,,False,unmatched,2024
Geno Stone,CIN,SS,25.0,17,17.0,4,6.0,,,False,unmatched,2024
Andrew Stueber,CIN,OT,25.0,7,0.0,Rook,1.0,,,False,unmatched,2024
Cam Taylor-Britt,CIN,LCB,25.0,17,17.0,2,6.0,,,False,unmatched,2024
Jay Tufele,CIN,DT,25.0,13,3.0,3,2.0,,,False,unmatched,2024
DJ Turner,CIN,CB,24.0,11,6.0,1,2.0,,,False,unmatched,2024
Cordell Volson,CIN,LG,26.0,17,15.0,2,7.0,,,False,unmatched,2024
Isaiah Williams,CIN,WR,23.0,6,0.0,Rook,0.0,,,False,unmatched,2024
Trayveon Williams,CIN,RB,27.0,17,0.0,5,0.0,,,False,unmatched,2024
Logan Wilson,CIN,LLB,28.0,11,11.0,4,5.0,,,False,unmatched,2024
Marco Wilson,CIN,CB,25.0,6,0.0,3,0.0,,,False,unmatched,2024
Cade York,CIN,K,23.0,5,0.0,2,0.0,,,False,unmatched,2024
Team Total,CIN,,26.0,17,,2.8,,,,False,unmatched,2024
Jordan Akins,CLE,TE,32.0,17,6.0,6,2.0,,,False,unmatched,2024
Chigozie Anusiem,CLE,CB,24.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Brenden Bates,CLE,TE,25.0,2,0.0,Rook,0.0,,,False,unmatched,2024
D'Anthony Bell,CLE,S,28.0,17,1.0,2,1.0,,,False,unmatched,2024
David Bell,CLE,WR,24.0,1,0.0,2,0.0,,,False,unmatched,2024
Joel Bitonio,CLE,LG,33.0,17,17.0,10,5.0,,,False,unmatched,2024
Corey Bojorquez,CLE,P,28.0,17,0.0,6,5.0,,,False,unmatched,2024
Jowon Briggs,CLE,DT,23.0,6,0.0,Rook,1.0,,,False,unmatched,2024
Gary Brightwell,CLE,RB,25.0,2,0.0,3,0.0,,,False,unmatched,2024
Tony Brown,CLE,DB,29.0,6,0.0,6,0.0,,,False,unmatched,2024
Devin Bush Jr.,CLE,LLB,26.0,16,10.0,5,5.0,,,False,unmatched,2024
Geron Christian,CLE,OT,28.0,4,0.0,6,0.0,,,False,unmatched,2024
Nick Chubb,CLE,RB,29.0,8,8.0,6,2.0,,,False,unmatched,2024
Javion Cohen,CLE,G,22.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Jack Conklin,CLE,RT,30.0,12,12.0,8,3.0,,,False,unmatched,2024
Amari Cooper,CLE,WR,30.0,6,6.0,9,1.0,,,False,unmatched,2024
Jaelon Darden,CLE,WR,25.0,7,1.0,3,0.0,,,False,unmatched,2024
Kaden Davis,CLE,WR,26.0,1,0.0,1,0.0,,,False,unmatched,2024
Grant Delpit,CLE,SS,26.0,16,16.0,3,6.0,,,False,unmatched,2024
Mohamoud Diabate,CLE,RLB,23.0,13,11.0,1,5.0,,,False,unmatched,2024
Michael Dunn,CLE,G,30.0,13,3.0,4,1.0,,,False,unmatched,2024
Michael Dwumfour,CLE,DT,26.0,1,0.0,3,0.0,,,False,unmatched,2024
Chris Edmonds,CLE,DB,23.0,2,0.0,Rook,0.0,,,False,unmatched,2024
Martin Emerson,CLE,RCB,24.0,17,15.0,2,5.0,,,False,unmatched,2024
Tony Fields,CLE,LB,25.0,1,0.0,3,0.0,,,False,unmatched,2024
Jerome Ford,CLE,RB,25.0,14,6.0,2,4.0,,,False,unmatched,2024
Mike Ford,CLE,CB,29.0,17,0.0,6,1.0,,,False,unmatched,2024
D'Onta Foreman,CLE,RB,28.0,11,3.0,7,1.0,,,False,unmatched,2024
Myles Garrett,CLE,RDE,29.0,17,17.0,7,17.0,,,False,unmatched,2024
Kahlef Hailassie,CLE,CB,24.0,1,0.0,1,0.0,,,False,unmatched,2024
Michael Hall,CLE,DT,21.0,8,3.0,Rook,2.0,,,False,unmatched,2024
Myles Harden,CLE,CB,23.0,4,0.0,Rook,0.0,,,False,unmatched,2024
Nick Harris,CLE,C,26.0,5,2.0,4,1.0,,,False,unmatched,2024
Shelby Harris,CLE,RDT,33.0,14,13.0,10,5.0,,,False,unmatched,2024
Ronnie Hickman,CLE,S,23.0,14,5.0,1,2.0,,,False,unmatched,2024
Jordan Hicks,CLE,LB,32.0,12,12.0,9,5.0,,,False,unmatched,2024
Dustin Hopkins,CLE,K,34.0,16,0.0,9,0.0,,,False,unmatched,2024
James Houston,CLE,DE,26.0,3,0.0,2,0.0,,,False,unmatched,2024
James Hudson,CLE,T,25.0,4,3.0,3,1.0,,,False,unmatched,2024
Khaleke Hudson,CLE,OLB,27.0,16,0.0,4,1.0,,,False,unmatched,2024
Charley Hughlett,CLE,LS,34.0,5,0.0,9,0.0,,,False,unmatched,2024
Maurice Hurst Jr.,CLE,DT,29.0,8,2.0,6,1.0,,,False,unmatched,2024
Germain Ifedi,CLE,LT,30.0,15,7.0,8,2.0,,,False,unmatched,2024
Quinton Jefferson,CLE,DT,31.0,5,0.0,8,0.0,,,False,unmatched,2024
Jerry Jeudy,CLE,WR,25.0,17,16.0,4,7.0,,,False,unmatched,2024
Dawand Jones,CLE,T,23.0,10,8.0,1,2.0,,,False,unmatched,2024
Sam Kamara,CLE,DE,27.0,11,1.0,3,1.0,,,False,unmatched,2024
Jacob Kibodi,CLE,RB,26.0,1,0.0,Rook,0.0,,,False,unmatched,2024
T.Y. McGill,CLE,DT,32.0,1,0.0,9,0.0,,,False,unmatched,2024
Isaiah McGuire,CLE,DE,23.0,16,3.0,1,2.0,,,False,unmatched,2024
Rodney McLeod,CLE,S,34.0,17,5.0,12,3.0,,,False,unmatched,2024
Cameron Mitchell,CLE,CB,23.0,17,1.0,1,1.0,,,False,unmatched,2024
Elijah Moore,CLE,WR,24.0,17,13.0,3,3.0,,,False,unmatched,2024
Greg Newsome II,CLE,CB,24.0,13,3.0,3,2.0,,,False,unmatched,2024
David Njoku,CLE,TE,28.0,11,11.0,7,3.0,,,False,unmatched,2024
Ogbonnia Okoronkwo,CLE,DE,29.0,16,5.0,5,3.0,,,False,unmatched,2024
Jeremiah Owusu-Koramoah,CLE,MLB,25.0,8,8.0,3,4.0,,,False,unmatched,2024
Riley Patterson,CLE,K,25.0,1,0.0,3,0.0,,,False,unmatched,2024
Ethan Pocic,CLE,C,29.0,16,16.0,7,4.0,,,False,unmatched,2024
James Proche,CLE,WR,28.0,9,0.0,4,0.0,,,False,unmatched,2024
Winston Reid,CLE,OLB,25.0,16,3.0,Rook,2.0,,,False,unmatched,2024
Elerson Smith,CLE,DE,26.0,2,0.0,3,0.0,,,False,unmatched,2024
Za'Darius Smith,CLE,LDE,32.0,9,9.0,9,4.0,,,False,unmatched,2024
Pierre Strong,CLE,RB,26.0,14,0.0,2,1.0,,,False,unmatched,2024
Rex Sunahara,CLE,LS,28.0,12,0.0,1,0.0,,,False,unmatched,2024
Geoff Swaim,CLE,TE,31.0,8,2.0,9,0.0,,,False,unmatched,2024
Wyatt Teller,CLE,RG,30.0,13,13.0,6,3.0,,,False,unmatched,2024
Cameron Thomas,CLE,DE,24.0,5,0.0,2,0.0,,,False,unmatched,2024
Dorian Thompson-Robinson,CLE,QB,25.0,7,2.0,1,1.0,,,False,unmatched,2024
Juan Thornhill,CLE,FS,29.0,11,11.0,5,4.0,,,False,unmatched,2024
Jamari Thrash,CLE,WR,24.0,9,0.0,Rook,0.0,,,False,unmatched,2024
Cedric Tillman,CLE,WR,24.0,11,6.0,1,2.0,,,False,unmatched,2024
Dalvin Tomlinson,CLE,LDT,30.0,16,16.0,7,7.0,,,False,unmatched,2024
Kadarius Toney,CLE,WR,25.0,3,0.0,3,0.0,,,False,unmatched,2024
Denzel Ward,CLE,LCB,27.0,16,16.0,6,9.0,,,False,unmatched,2024
Deshaun Watson,CLE,QB,29.0,7,7.0,7,0.0,,,False,unmatched,2024
Nathaniel Watson,CLE,LB,24.0,14,1.0,Rook,1.0,,,False,unmatched,2024
Blake Whiteheart,CLE,TE,24.0,11,2.0,1,0.0,,,False,unmatched,2024
Jedrick Wills Jr.,CLE,T,25.0,5,4.0,4,1.0,,,False,unmatched,2024
Jameis Winston,CLE,QB,30.0,12,7.0,9,4.0,,,False,unmatched,2024
Michael Woods II,CLE,WR,24.0,5,2.0,2,0.0,,,False,unmatched,2024
Alex Wright,CLE,DE,24.0,4,0.0,2,0.0,,,False,unmatched,2024
Bailey Zappe,CLE,QB,25.0,1,1.0,2,0.0,,,False,unmatched,2024
Zak Zinter,CLE,G,23.0,17,3.0,Rook,1.0,,,False,unmatched,2024
Team Total,CLE,,26.8,17,,3.9,,,,False,unmatched,2024
Cam Akers,HOU,RB,25.0,5,2.0,4,1.0,,,False,unmatched,2024
Azeez Al-Shaair,HOU,MLB,27.0,11,11.0,5,5.0,,,False,unmatched,2024
Will Anderson,HOU,LDE,23.0,14,14.0,1,8.0,,,False,unmatched,2024
Denico Autry,HOU,DE,34.0,10,2.0,10,2.0,,,False,unmatched,2024
Derek Barnett,HOU,DE,28.0,16,1.0,7,3.0,,,False,unmatched,2024
Andrew Beck,HOU,FB,28.0,1,0.0,5,0.0,,,False,unmatched,2024
Kris Boyd,HOU,CB,28.0,17,0.0,5,1.0,,,False,unmatched,2024
Nick Broeker,HOU,G,24.0,9,0.0,1,1.0,,,False,unmatched,2024
British Brooks,HOU,RB,25.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Myles Bryant,HOU,CB,26.0,11,0.0,4,1.0,,,False,unmatched,2024
Calen Bullock,HOU,FS,21.0,17,13.0,Rook,5.0,,,False,unmatched,2024
Solomon Byrd,HOU,DE,25.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Nico Collins,HOU,WR,25.0,12,12.0,3,8.0,,,False,unmatched,2024
Khalil Davis,HOU,DT,28.0,9,0.0,4,1.0,,,False,unmatched,2024
Austin Deculus,HOU,OT,25.0,1,0.0,2,0.0,,,False,unmatched,2024
Tank Dell,HOU,WR,25.0,14,10.0,1,6.0,,,False,unmatched,2024
Stefon Diggs,HOU,WR,31.0,8,8.0,9,4.0,,,False,unmatched,2024
Mario Edwards,HOU,DT,30.0,13,12.0,9,7.0,,,False,unmatched,2024
Ka'imi Fairbairn,HOU,K,30.0,17,0.0,7,4.0,,,False,unmatched,2024
Folorunso Fatukasi,HOU,LDT,29.0,11,11.0,6,5.0,,,False,unmatched,2024
Blake Fisher,HOU,T,21.0,15,5.0,Rook,3.0,,,False,unmatched,2024
Kendrick Green,HOU,OL,26.0,17,1.0,3,1.0,,,False,unmatched,2024
Kenyon Green,HOU,LG,23.0,12,9.0,2,3.0,,,False,unmatched,2024
Troy Hairston,HOU,FB,26.0,2,0.0,2,0.0,,,False,unmatched,2024
Jake Hansen,HOU,LB,26.0,16,2.0,2,2.0,,,False,unmatched,2024
Christian Harris,HOU,LB,23.0,3,3.0,2,1.0,,,False,unmatched,2024
Neville Hewitt,HOU,LB,31.0,17,4.0,9,3.0,,,False,unmatched,2024
Jamal Hill,HOU,LB,23.0,8,0.0,Rook,1.0,,,False,unmatched,2024
Kurt Hinish,HOU,DT,25.0,10,0.0,2,1.0,,,False,unmatched,2024
Ka'dar Hollman,HOU,CB,30.0,7,1.0,5,1.0,,,False,unmatched,2024
Dylan Horton,HOU,DE,24.0,13,0.0,1,1.0,,,False,unmatched,2024
Tytus Howard,HOU,RT,28.0,16,16.0,5,7.0,,,False,unmatched,2024
Jerry Hughes,HOU,DE,36.0,7,0.0,14,1.0,,,False,unmatched,2024
Danielle Hunter,HOU,RDE,30.0,17,17.0,9,12.0,,,False,unmatched,2024
Xavier Hutchinson,HOU,WR,24.0,16,3.0,1,1.0,,,False,unmatched,2024
