Player,team,Pos,Age,G,GS,Yrs,AV,player_name,position,has_contract,contract_match_type,year
Cobie Durant,LAR,RCB,26.0,15,14.0,2,5.0,,,False,unmatched,2024
Ethan Evans,LAR,P,23.0,16,0.0,1,2.0,,,False,unmatched,2024
Braden Fiske,LAR,RDE,24.0,17,8.0,Rook,5.0,,,False,unmatched,2024
Emmanuel Forbes,LAR,CB,23.0,2,1.0,1,0.0,,,False,unmatched,2024
Neville Gallimore,LAR,NT,27.0,14,4.0,4,2.0,,,False,unmatched,2024
Jimmy Garoppolo,LAR,QB,33.0,1,1.0,10,1.0,,,False,unmatched,2024
Nick Hampton,LAR,OLB,24.0,14,0.0,1,1.0,,,False,unmatched,2024
Rob Havenstein,LAR,RT,32.0,11,11.0,9,5.0,,,False,unmatched,2024
Tyler Higbee,LAR,TE,31.0,3,3.0,8,1.0,,,False,unmatched,2024
Michael Hoecht,LAR,OLB,27.0,17,5.0,3,3.0,,,False,unmatched,2024
Jake Hummel,LAR,LB,25.0,17,1.0,2,2.0,,,False,unmatched,2024
Alaric Jackson,LAR,LT,26.0,14,14.0,3,7.0,,,False,unmatched,2024
Brennan Jackson,LAR,OLB,24.0,7,1.0,Rook,1.0,,,False,unmatched,2024
Jonah Jackson,LAR,G,27.0,4,4.0,4,2.0,,,False,unmatched,2024
Desjuan Johnson,LAR,DE,25.0,10,0.0,1,1.0,,,False,unmatched,2024
John Johnson,LAR,S,29.0,2,1.0,7,1.0,,,False,unmatched,2024
Tyler Johnson,LAR,WR,26.0,15,2.0,4,3.0,,,False,unmatched,2024
Nikola Kalinic,LAR,TE,27.0,2,0.0,2,0.0,,,False,unmatched,2024
Joshua Karty,LAR,K,22.0,17,0.0,Rook,2.0,,,False,unmatched,2024
Kamren Kinchens,LAR,DB,22.0,17,4.0,Rook,3.0,,,False,unmatched,2024
Cooper Kupp,LAR,WR,31.0,12,11.0,7,6.0,,,False,unmatched,2024
Quentin Lake,LAR,SS,25.0,17,16.0,2,5.0,,,False,unmatched,2024
Cam Lampkin,LAR,DB,23.0,4,0.0,Rook,0.0,,,False,unmatched,2024
Beaux Limmer,LAR,C,23.0,16,14.0,Rook,7.0,,,False,unmatched,2024
Hunter Long,LAR,TE,26.0,17,2.0,3,1.0,,,False,unmatched,2024
Warren McClendon,LAR,OL,23.0,13,5.0,1,3.0,,,False,unmatched,2024
Jaylen McCollough,LAR,DB,24.0,17,1.0,Rook,2.0,,,False,unmatched,2024
Dylan McMahon,LAR,OL,23.0,1,1.0,Rook,0.0,,,False,unmatched,2024
Puka Nacua,LAR,WR,23.0,11,11.0,1,9.0,,,False,unmatched,2024
Elias Neal,LAR,LB,23.0,6,0.0,Rook,0.0,,,False,unmatched,2024
Joseph Noteboom,LAR,OL,29.0,4,4.0,6,2.0,,,False,unmatched,2024
Colby Parkinson,LAR,TE,25.0,17,9.0,4,3.0,,,False,unmatched,2024
Troy Reeder,LAR,LB,30.0,6,6.0,5,3.0,,,False,unmatched,2024
Ronnie Rivers,LAR,RB,25.0,17,0.0,2,1.0,,,False,unmatched,2024
Demarcus Robinson,LAR,WR,30.0,17,17.0,8,4.0,,,False,unmatched,2024
Christian Rozeboom,LAR,RLB,27.0,17,11.0,3,5.0,,,False,unmatched,2024
Cody Schrader,LAR,RB,25.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Xavier Smith,LAR,WR,27.0,15,0.0,1,0.0,,,False,unmatched,2024
Omar Speights,LAR,LILB,23.0,17,10.0,Rook,5.0,,,False,unmatched,2024
Matthew Stafford,LAR,QB,36.0,16,16.0,15,12.0,,,False,unmatched,2024
Keir Thomas,LAR,OLB,26.0,1,1.0,2,0.0,,,False,unmatched,2024
Kobie Turner,LAR,LDE,25.0,17,16.0,1,8.0,,,False,unmatched,2024
Jared Verse,LAR,ROLB,24.0,17,16.0,Rook,10.0,,,False,unmatched,2024
Josh Wallace,LAR,DB,24.0,17,3.0,Rook,2.0,,,False,unmatched,2024
Alex Ward,LAR,LS,25.0,17,0.0,1,1.0,,,False,unmatched,2024
Tre'Davious White,LAR,DB,29.0,4,4.0,7,1.0,,,False,unmatched,2024
Jordan Whittington,LAR,WR,24.0,15,3.0,Rook,3.0,,,False,unmatched,2024
Darious Williams,LAR,LCB,31.0,12,11.0,6,4.0,,,False,unmatched,2024
Jonah Williams,LAR,DE,29.0,6,0.0,3,0.0,,,False,unmatched,2024
Kyren Williams,LAR,RB,24.0,16,16.0,2,9.0,,,False,unmatched,2024
Ahkello Witherspoon,LAR,CB,29.0,13,5.0,7,2.0,,,False,unmatched,2024
Charles Woods,LAR,CB,24.0,12,0.0,Rook,1.0,,,False,unmatched,2024
Russ Yeast,LAR,DB,25.0,1,0.0,2,0.0,,,False,unmatched,2024
Byron Young,LAR,LOLB,26.0,17,16.0,1,7.0,,,False,unmatched,2024
Ty Zentner,LAR,P,26.0,1,0.0,1,0.0,,,False,unmatched,2024
Team Total,LAR,,25.9,17,,2.6,,,,False,unmatched,2024
Myles Adams,SEA,DE,26.0,3,0.0,3,0.0,,,False,unmatched,2024
Jerome Baker,SEA,LB,28.0,5,5.0,6,3.0,,,False,unmatched,2024
AJ Barner,SEA,TE,22.0,17,6.0,Rook,2.0,,,False,unmatched,2024
Marquise Blair,SEA,FS,27.0,1,0.0,5,0.0,,,False,unmatched,2024
Jake Bobo,SEA,WR,26.0,17,3.0,1,1.0,,,False,unmatched,2024
Quinton Bohanna,SEA,DT,25.0,1,0.0,3,0.0,,,False,unmatched,2024
Tyus Bowser,SEA,OLB,29.0,2,1.0,7,1.0,,,False,unmatched,2024
Anthony Bradford,SEA,RG,23.0,11,11.0,1,4.0,,,False,unmatched,2024
Pharaoh Brown,SEA,TE,30.0,15,7.0,7,0.0,,,False,unmatched,2024
Tre Brown,SEA,CB,27.0,13,3.0,3,2.0,,,False,unmatched,2024
Coby Bryant,SEA,SS,25.0,17,11.0,2,5.0,,,False,unmatched,2024
Artie Burns,SEA,CB,29.0,4,0.0,8,0.0,,,False,unmatched,2024
Zach Charbonnet,SEA,RB,23.0,17,6.0,1,6.0,,,False,unmatched,2024
Charles Cross,SEA,LT,24.0,17,17.0,2,7.0,,,False,unmatched,2024
McClendon Curtis,SEA,OT,25.0,4,0.0,1,0.0,,,False,unmatched,2024
Jaelon Darden,SEA,WR,25.0,5,0.0,3,0.0,,,False,unmatched,2024
Michael Dickson,SEA,P,28.0,17,0.0,6,4.0,,,False,unmatched,2024
Tyrel Dodson,SEA,LILB,26.0,9,9.0,4,5.0,,,False,unmatched,2024
George Fant,SEA,T,32.0,2,2.0,8,1.0,,,False,unmatched,2024
Noah Fant,SEA,TE,27.0,14,9.0,5,4.0,,,False,unmatched,2024
AJ Finley,SEA,S,23.0,4,0.0,1,0.0,,,False,unmatched,2024
Stone Forsythe,SEA,T,27.0,9,5.0,3,2.0,,,False,unmatched,2024
Trevis Gipson,SEA,LB,27.0,5,0.0,4,0.0,,,False,unmatched,2024
Derick Hall,SEA,RILB,23.0,17,14.0,1,9.0,,,False,unmatched,2024
Johnathan Hankins,SEA,DT,32.0,17,8.0,11,5.0,,,False,unmatched,2024
Christian Haynes,SEA,OG,24.0,16,0.0,Rook,1.0,,,False,unmatched,2024
Faion Hicks,SEA,CB,27.0,2,0.0,2,0.0,,,False,unmatched,2024
George Holani,SEA,RB,25.0,5,0.0,Rook,0.0,,,False,unmatched,2024
Sam Howell,SEA,QB,24.0,2,0.0,2,0.0,,,False,unmatched,2024
Rayshawn Jenkins,SEA,SS,30.0,13,9.0,7,4.0,,,False,unmatched,2024
Michael Jerrell,SEA,OT,25.0,10,3.0,Rook,2.0,,,False,unmatched,2024
Josh Jobe,SEA,CB,26.0,10,6.0,2,3.0,,,False,unmatched,2024
Dre'Mont Jones,SEA,LB,27.0,17,7.0,5,5.0,,,False,unmatched,2024
Ernest Jones,SEA,LB,25.0,10,10.0,3,5.0,,,False,unmatched,2024
Tyrice Knight,SEA,ROLB,24.0,16,9.0,Rook,6.0,,,False,unmatched,2024
Sataoa Laumea,SEA,OG,23.0,6,6.0,Rook,2.0,,,False,unmatched,2024
Tyler Lockett,SEA,WR,32.0,17,14.0,9,5.0,,,False,unmatched,2024
Julian Love,SEA,FS,26.0,17,17.0,5,7.0,,,False,unmatched,2024
Abraham Lucas,SEA,RT,26.0,7,7.0,2,3.0,,,False,unmatched,2024
Tyler Mabry,SEA,TE,28.0,2,0.0,3,0.0,,,False,unmatched,2024
Boye Mafe,SEA,LOLB,26.0,15,11.0,2,6.0,,,False,unmatched,2024
Kenny McIntosh,SEA,RB,24.0,17,0.0,1,1.0,,,False,unmatched,2024
D.K. Metcalf,SEA,WR,27.0,15,12.0,5,7.0,,,False,unmatched,2024
Mike Morris,SEA,DE,23.0,15,0.0,1,1.0,,,False,unmatched,2024
Byron Murphy,SEA,NT,22.0,14,9.0,Rook,5.0,,,False,unmatched,2024
Jason Myers,SEA,K,33.0,17,0.0,9,4.0,,,False,unmatched,2024
Uchenna Nwosu,SEA,LB,28.0,6,2.0,6,1.0,,,False,unmatched,2024
Patrick O'Connell,SEA,LB,26.0,5,0.0,1,0.0,,,False,unmatched,2024
Ty Okada,SEA,FS,25.0,4,0.0,1,0.0,,,False,unmatched,2024
Olusegun Oluwatimi,SEA,C,25.0,12,8.0,1,3.0,,,False,unmatched,2024
Nehemiah Pritchett,SEA,CB,23.0,10,1.0,Rook,1.0,,,False,unmatched,2024
Jarran Reed,SEA,RDE,32.0,17,8.0,8,5.0,,,False,unmatched,2024
Jerrick Reed,SEA,FS,24.0,5,0.0,1,0.0,,,False,unmatched,2024
Roy Robertson-Harris,SEA,DT,31.0,11,0.0,7,1.0,,,False,unmatched,2024
Josh Ross,SEA,LB,25.0,10,0.0,2,1.0,,,False,unmatched,2024
Brady Russell,SEA,TE,26.0,11,0.0,1,0.0,,,False,unmatched,2024
Laviska Shenault Jr.,SEA,WR,26.0,11,1.0,4,1.0,,,False,unmatched,2024
Jamie Sheriff,SEA,LB,24.0,1,0.0,Rook,0.0,,,False,unmatched,2024
Geno Smith,SEA,QB,34.0,17,17.0,11,12.0,,,False,unmatched,2024
Jaxon Smith-Njigba,SEA,WR,22.0,17,16.0,1,9.0,,,False,unmatched,2024
Chris Stoll,SEA,LS,26.0,17,0.0,1,1.0,,,False,unmatched,2024
Jalen Sundell,SEA,C,25.0,12,0.0,Rook,1.0,,,False,unmatched,2024
Drake Thomas,SEA,LB,24.0,17,0.0,1,1.0,,,False,unmatched,2024
Laken Tomlinson,SEA,LG,32.0,17,17.0,9,6.0,,,False,unmatched,2024
Kenneth Walker III,SEA,RB,24.0,11,11.0,2,5.0,,,False,unmatched,2024
K'Von Wallace,SEA,S,27.0,9,0.0,4,1.0,,,False,unmatched,2024
Cody White,SEA,WR,26.0,4,0.0,3,0.0,,,False,unmatched,2024
Connor Williams,SEA,C,27.0,9,9.0,6,3.0,,,False,unmatched,2024
Dee Williams,SEA,CB,25.0,12,0.0,Rook,1.0,,,False,unmatched,2024
Leonard Williams,SEA,LDE,30.0,16,16.0,9,13.0,,,False,unmatched,2024
Devon Witherspoon,SEA,LCB,24.0,17,17.0,1,10.0,,,False,unmatched,2024
Riq Woolen,SEA,RCB,25.0,15,14.0,2,6.0,,,False,unmatched,2024
Cameron Young,SEA,NT,24.0,1,0.0,1,0.0,,,False,unmatched,2024
Dareke Young,SEA,WR,25.0,14,0.0,2,0.0,,,False,unmatched,2024
Team Total,SEA,,26.2,17,,3.2,,,,False,unmatched,2024
Isaiah Adams,ARI,OL,24.0,15,5.0,Rook,3.0,,,False,unmatched,2024
Markus Bailey,ARI,LB,27.0,1,0.0,4,0.0,,,False,unmatched,2024
Budda Baker,ARI,FS,28.0,17,17.0,7,9.0,,,False,unmatched,2024
Krys Barnes,ARI,LB,26.0,17,0.0,4,1.0,,,False,unmatched,2024
Jackson Barton,ARI,OL,29.0,4,2.0,3,1.0,,,False,unmatched,2024
Kelvin Beachum,ARI,RT,35.0,16,12.0,12,6.0,,,False,unmatched,2024
Trey Benson,ARI,RB,22.0,13,1.0,Rook,2.0,,,False,unmatched,2024
Angelo Blackson,ARI,DL,32.0,1,0.0,9,0.0,,,False,unmatched,2024
Joey Blount,ARI,S,26.0,15,0.0,2,1.0,,,False,unmatched,2024
Aaron Brewer,ARI,LS,34.0,17,0.0,12,1.0,,,False,unmatched,2024
Evan Brown,ARI,LG,28.0,17,17.0,5,8.0,,,False,unmatched,2024
Baron Browning,ARI,OLB,25.0,8,1.0,3,1.0,,,False,unmatched,2024
Michael Carter,ARI,RB,25.0,3,1.0,3,1.0,,,False,unmatched,2024
Andre Chachere,ARI,S,28.0,3,0.0,3,0.0,,,False,unmatched,2024
Kei'Trel Clark,ARI,CB,23.0,15,1.0,1,1.0,,,False,unmatched,2024
L.J. Collier,ARI,LDE,29.0,17,15.0,5,7.0,,,False,unmatched,2024
Zaven Collins,ARI,LOLB,25.0,17,17.0,3,7.0,,,False,unmatched,2024
Trystan Colon,ARI,RG,26.0,17,7.0,4,4.0,,,False,unmatched,2024
James Conner,ARI,RB,29.0,16,16.0,7,11.0,,,False,unmatched,2024
DeeJay Dallas,ARI,RB,26.0,17,0.0,4,1.0,,,False,unmatched,2024
Emari Demercado,ARI,RB,25.0,13,0.0,1,2.0,,,False,unmatched,2024
Victor Dimukeje,ARI,OLB,25.0,11,0.0,3,1.0,,,False,unmatched,2024
Greg Dortch,ARI,WR,26.0,17,4.0,5,3.0,,,False,unmatched,2024
Milo Eifler,ARI,LB,26.0,2,0.0,3,0.0,,,False,unmatched,2024
Hjalte Froholdt,ARI,C,28.0,17,17.0,4,8.0,,,False,unmatched,2024
Jon Gaines,ARI,OL,25.0,13,0.0,1,1.0,,,False,unmatched,2024
Dennis Gardeck,ARI,OLB,30.0,7,3.0,6,2.0,,,False,unmatched,2024
Blake Gillikin,ARI,P,26.0,13,0.0,3,2.0,,,False,unmatched,2024
Darren Hall,ARI,CB,24.0,4,0.0,3,0.0,,,False,unmatched,2024
Marvin Harrison Jr.,ARI,WR,22.0,17,16.0,Rook,8.0,,,False,unmatched,2024
Charlie Heck,ARI,OL,28.0,7,0.0,4,1.0,,,False,unmatched,2024
Will Hernandez,ARI,OL,29.0,5,5.0,6,2.0,,,False,unmatched,2024
Elijah Higgins,ARI,TE,24.0,17,6.0,1,2.0,,,False,unmatched,2024
Paris Johnson,ARI,LT,23.0,14,14.0,1,7.0,,,False,unmatched,2024
Christian Jones,ARI,OL,24.0,2,1.0,Rook,1.0,,,False,unmatched,2024
Justin Jones,ARI,DL,28.0,3,3.0,6,1.0,,,False,unmatched,2024
Naquan Jones,ARI,DT,26.0,12,0.0,3,1.0,,,False,unmatched,2024
Tony Jones,ARI,RB,27.0,1,0.0,4,0.0,,,False,unmatched,2024
Zay Jones,ARI,WR,29.0,11,2.0,7,1.0,,,False,unmatched,2024
Nick Leverett,ARI,OL,27.0,1,0.0,3,0.0,,,False,unmatched,2024
Roy Lopez,ARI,NT,27.0,16,16.0,3,7.0,,,False,unmatched,2024
Jesse Luketa,ARI,OLB,25.0,10,2.0,2,2.0,,,False,unmatched,2024
Trey McBride,ARI,TE,25.0,16,16.0,2,11.0,,,False,unmatched,2024
Max Melton,ARI,CB,22.0,17,3.0,Rook,2.0,,,False,unmatched,2024
Chris Moore,ARI,WR,31.0,5,0.0,8,0.0,,,False,unmatched,2024
Sean Murphy-Bunting,ARI,CB,27.0,15,15.0,5,5.0,,,False,unmatched,2024
Kyler Murray,ARI,QB,27.0,17,17.0,5,15.0,,,False,unmatched,2024
Bilal Nichols,ARI,DL,28.0,6,5.0,6,2.0,,,False,unmatched,2024
Julian Okwara,ARI,OLB,27.0,13,1.0,4,1.0,,,False,unmatched,2024
Michael Palardy,ARI,P,32.0,4,0.0,8,0.0,,,False,unmatched,2024
Owen Pappoe,ARI,LB,24.0,16,1.0,1,1.0,,,False,unmatched,2024
Zach Pascal,ARI,WR,30.0,17,0.0,6,0.0,,,False,unmatched,2024
Matt Prater,ARI,K,40.0,4,0.0,17,1.0,,,False,unmatched,2024
Tip Reiman,ARI,TE,23.0,17,9.0,Rook,0.0,,,False,unmatched,2024
Darius Robinson,ARI,DL,23.0,6,0.0,Rook,0.0,,,False,unmatched,2024
Chad Ryland,ARI,K,25.0,13,0.0,1,3.0,,,False,unmatched,2024
Ben Stille,ARI,DL,27.0,3,0.0,2,0.0,,,False,unmatched,2024
Dante Stills,ARI,DT,25.0,16,10.0,1,5.0,,,False,unmatched,2024
Dadrion Taylor-Demerson,ARI,S,23.0,17,2.0,Rook,1.0,,,False,unmatched,2024
Starling Thomas,ARI,RCB,24.0,17,15.0,1,5.0,,,False,unmatched,2024
Xavier Thomas,ARI,OLB,25.0,14,0.0,Rook,1.0,,,False,unmatched,2024
Jalen Thompson,ARI,SS,26.0,15,15.0,5,5.0,,,False,unmatched,2024
Khyiris Tonga,ARI,DL,28.0,13,1.0,3,1.0,,,False,unmatched,2024
Clayton Tune,ARI,QB,25.0,6,0.0,1,0.0,,,False,unmatched,2024
Travis Vokolek,ARI,TE,26.0,1,0.0,1,0.0,,,False,unmatched,2024
Xavier Weaver,ARI,WR,24.0,2,0.0,Rook,0.0,,,False,unmatched,2024
Kyzir White,ARI,RILB,28.0,17,17.0,6,8.0,,,False,unmatched,2024
Garrett Williams,ARI,LCB,23.0,16,11.0,1,4.0,,,False,unmatched,2024
Jonah Williams,ARI,OL,27.0,6,6.0,4,3.0,,,False,unmatched,2024
Divaad Wilson,ARI,CB,24.0,2,0.0,1,0.0,,,False,unmatched,2024
Mack Wilson,ARI,LILB,26.0,16,16.0,5,7.0,,,False,unmatched,2024
Michael Wilson,ARI,WR,24.0,16,13.0,1,5.0,,,False,unmatched,2024
Team Total,ARI,,26.5,17,,3.5,,,,False,unmatched,2024
Brandon Aiyuk,SFO,WR,26.0,7,7.0,4,3.0,,,False,unmatched,2024
Brandon Allen,SFO,QB,32.0,3,1.0,5,1.0,,,False,unmatched,2024
Adrian Amos,SFO,S,31.0,1,0.0,9,0.0,,,False,unmatched,2024
Evan Anderson,SFO,DL,22.0,12,1.0,Rook,1.0,,,False,unmatched,2024
Aaron Banks,SFO,LG,27.0,13,13.0,3,6.0,,,False,unmatched,2024
Alex Barrett,SFO,DL,30.0,3,0.0,7,0.0,,,False,unmatched,2024
Ben Bartch,SFO,OL,26.0,3,2.0,4,1.0,,,False,unmatched,2024
Robert Beal,SFO,DL,25.0,14,0.0,1,1.0,,,False,unmatched,2024
Ronnie Bell,SFO,WR,24.0,9,0.0,1,0.0,,,False,unmatched,2024
Tatum Bethune,SFO,LB,23.0,11,1.0,Rook,1.0,,,False,unmatched,2024
Nick Bosa,SFO,LDE,27.0,14,14.0,5,8.0,,,False,unmatched,2024
Jake Brendel,SFO,C,32.0,17,17.0,8,7.0,,,False,unmatched,2024
Ji'Ayir Brown,SFO,FS,24.0,17,13.0,1,4.0,,,False,unmatched,2024
Spencer Burford,SFO,OL,24.0,15,0.0,2,1.0,,,False,unmatched,2024
De'Vondre Campbell,SFO,LLB,31.0,13,12.0,8,4.0,,,False,unmatched,2024
Anders Carlson,SFO,K,26.0,2,0.0,1,1.0,,,False,unmatched,2024
Maliek Collins,SFO,LDT,29.0,17,17.0,8,6.0,,,False,unmatched,2024
Chris Conley,SFO,WR,32.0,15,2.0,9,1.0,,,False,unmatched,2024
Jacob Cowing,SFO,WR,23.0,15,0.0,Rook,1.0,,,False,unmatched,2024
Kalia Davis,SFO,DL,26.0,13,0.0,1,1.0,,,False,unmatched,2024
Khalil Davis,SFO,DT,28.0,3,0.0,4,0.0,,,False,unmatched,2024
Joshua Dobbs,SFO,QB,29.0,2,1.0,6,1.0,,,False,unmatched,2024
Jordan Elliott,SFO,RDT,27.0,15,13.0,4,4.0,,,False,unmatched,2024
Demetrius Flannigan-Fowles,SFO,LB,28.0,12,3.0,4,2.0,,,False,unmatched,2024
Leonard Floyd,SFO,RDE,32.0,17,17.0,8,6.0,,,False,unmatched,2024
Tashaun Gipson,SFO,S,34.0,9,0.0,12,0.0,,,False,unmatched,2024
Kevin Givens,SFO,DL,27.0,8,1.0,5,1.0,,,False,unmatched,2024
Jalen Graham,SFO,LB,23.0,8,0.0,1,0.0,,,False,unmatched,2024
Renardo Green,SFO,CB,24.0,17,7.0,Rook,3.0,,,False,unmatched,2024
Dre Greenlaw,SFO,LB,27.0,2,2.0,5,1.0,,,False,unmatched,2024
Yetur Gross-Matos,SFO,DL,26.0,11,0.0,4,1.0,,,False,unmatched,2024
Isaac Guerendo,SFO,RB,24.0,16,3.0,Rook,4.0,,,False,unmatched,2024
Sebastian Gutierrez,SFO,T,26.0,1,0.0,2,0.0,,,False,unmatched,2024
Javon Hargrave,SFO,DL,31.0,3,3.0,8,1.0,,,False,unmatched,2024
Charlie Heck,SFO,OL,28.0,2,2.0,4,1.0,,,False,unmatched,2024
Matt Hennessy,SFO,OL,27.0,2,0.0,4,0.0,,,False,unmatched,2024
Talanoa Hufanga,SFO,S,25.0,7,7.0,3,2.0,,,False,unmatched,2024
Jauan Jennings,SFO,WR,27.0,15,10.0,3,8.0,,,False,unmatched,2024
Kyle Juszczyk,SFO,FB,33.0,17,15.0,11,2.0,,,False,unmatched,2024
George Kittle,SFO,TE,31.0,15,15.0,7,9.0,,,False,unmatched,2024
Deommodore Lenoir,SFO,RLB,25.0,15,15.0,3,5.0,,,False,unmatched,2024
Darrell Luter,SFO,CB,24.0,3,0.0,1,0.0,,,False,unmatched,2024
Jaylen Mahoney,SFO,S,24.0,3,0.0,Rook,0.0,,,False,unmatched,2024
Jordan Mason,SFO,RB,25.0,12,6.0,2,5.0,,,False,unmatched,2024
Christian McCaffrey,SFO,RB,28.0,4,4.0,7,2.0,,,False,unmatched,2024
Nick McCloud,SFO,CB,26.0,8,0.0,3,0.0,,,False,unmatched,2024
T.Y. McGill,SFO,DL,32.0,1,0.0,9,0.0,,,False,unmatched,2024
Colton McKivitz,SFO,RT,28.0,17,17.0,4,7.0,,,False,unmatched,2024
Jake Moody,SFO,K,25.0,14,0.0,1,0.0,,,False,unmatched,2024
Jaylon Moore,SFO,OL,26.0,15,5.0,3,3.0,,,False,unmatched,2024
Malik Mustapha,SFO,SS,22.0,16,12.0,Rook,4.0,,,False,unmatched,2024
Pat O'Donnell,SFO,P,33.0,8,0.0,10,1.0,,,False,unmatched,2024
George Odum,SFO,S,31.0,12,2.0,6,1.0,,,False,unmatched,2024
Sam Okuayinonu,SFO,DL,26.0,16,3.0,2,2.0,,,False,unmatched,2024
Ricky Pearsall,SFO,WR,24.0,11,4.0,Rook,3.0,,,False,unmatched,2024
Taybor Pepper,SFO,LS,30.0,17,0.0,7,1.0,,,False,unmatched,2024
Austen Pleasants,SFO,OL,27.0,3,0.0,3,0.0,,,False,unmatched,2024
Dominick Puni,SFO,RG,24.0,17,17.0,Rook,7.0,,,False,unmatched,2024
Brock Purdy,SFO,QB,25.0,15,15.0,2,13.0,,,False,unmatched,2024
Curtis Robinson,SFO,LB,26.0,3,0.0,3,0.0,,,False,unmatched,2024
Deebo Samuel,SFO,WR,28.0,15,15.0,5,6.0,,,False,unmatched,2024
Eric Saubert,SFO,TE,30.0,17,3.0,7,1.0,,,False,unmatched,2024
Patrick Taylor,SFO,RB,26.0,13,1.0,3,1.0,,,False,unmatched,2024
Trent Taylor,SFO,WR,30.0,2,0.0,7,0.0,,,False,unmatched,2024
Jake Tonges,SFO,TE,25.0,16,0.0,2,0.0,,,False,unmatched,2024
Ke'Shawn Vaughn,SFO,RB,27.0,3,0.0,4,0.0,,,False,unmatched,2024
Charvarius Ward,SFO,LCB,28.0,12,12.0,6,3.0,,,False,unmatched,2024
Fred Warner,SFO,MLB,28.0,17,17.0,6,13.0,,,False,unmatched,2024
DaShaun White,SFO,LB,24.0,1,0.0,1,0.0,,,False,unmatched,2024
Trent Williams,SFO,LT,36.0,10,10.0,14,5.0,,,False,unmatched,2024
Brayden Willis,SFO,TE,25.0,10,0.0,1,0.0,,,False,unmatched,2024
Dee Winters,SFO,RLB,24.0,15,10.0,1,4.0,,,False,unmatched,2024
Mitch Wishnowsky,SFO,P,32.0,9,0.0,5,1.0,,,False,unmatched,2024
Matthew Wright,SFO,K,28.0,1,0.0,4,0.0,,,False,unmatched,2024
Rock Ya-Sin,SFO,CB,28.0,13,0.0,5,1.0,,,False,unmatched,2024
Isaac Yiadom,SFO,CB,28.0,17,5.0,6,3.0,,,False,unmatched,2024
Nick Zakelj,SFO,OL,25.0,17,2.0,2,2.0,,,False,unmatched,2024
Team Total,SFO,,27.3,17,,4.1,,,,False,unmatched,2024
