rank,player_name,team,position,age,total_contract_value,total_contract_value_millions,year
828,Dion Lewis,NE,RB,,"$1,087,500",1.0875,2016
829,LaAdrian Waddle,NE,RT,,"$1,087,500",1.0875,2016
830,Denzel Perryman,SD,LB/ILB,,"$1,085,562",1.085562,2016
831,Sterling Shepard,NYG,WR,,"$1,080,831",1.080831,2016
832,Eddie Lacy,GB,RB,,"$1,079,404",1.079404,2016
833,Nathan Stupar,NO,LB,,"$1,075,000",1.075,2016
834,Jalen Collins,ATL,CB,,"$1,073,194",1.073194,2016
835,Davante Adams,GB,WR,,"$1,072,746",1.072746,2016
836,Beau Brinkley,TEN,LS,,"$1,068,000",1.068,2016
837,Frank Zombo,KC,ED,,"$1,066,666",1.066666,2016
838,Reggie Ragland,BUF,LB,,"$1,062,067",1.062067,2016
839,Mitch Morse,KC,C,,"$1,062,062",1.062062,2016
840,Garrison Sanborn,BUF,LS,,"$1,057,500",1.0575,2016
841,Ron Brooks,PHI,CB,,"$1,050,000",1.05,2016
842,Tavon Wilson,DET,SS,,"$1,050,000",1.05,2016
843,Kamalei Correa,BAL,LB,,"$1,045,388",1.045388,2016
844,Ronald Darby,BUF,CB,,"$1,038,566",1.038566,2016
845,Eddie Pleasant,HOU,FS,,"$1,036,000",1.036,2016
846,Austin Johnson,TEN,DL/DT,,"$1,029,496",1.029496,2016
847,LeGarrette Blount,NE,RB,,"$1,025,000",1.025,2016
848,J.J. Jansen,CAR,LS,,"$1,025,000",1.025,2016
849,Will Johnson,NYG,FB,,"$1,025,000",1.025,2016
850,Jeremy Hill,CIN,RB,,"$1,023,710",1.02371,2016
851,Nate Orchard,CLE,ED,,"$1,015,069",1.015069,2016
852,Cody Latimer,DEN,WR,,"$1,011,450",1.01145,2016
853,Keith Tandy,TB,FS,,"$1,010,000",1.01,2016
854,Teddy Williams,CAR,CB,,"$1,010,000",1.01,2016
855,Jihad Ward,OAK,ED/DE,,"$1,007,236",1.007236,2016
856,Percy Harvin,BUF,WR,,"$1,005,882",1.005882,2016
857,Carlos Hyde,SF,RB,,"$1,004,094",1.004094,2016
858,Jahri Evans,NO,G,,"$1,000,000",1.0,2016
859,Dwight Freeney,ATL,LB,,"$1,000,000",1.0,2016
860,Andrew Hawkins,CLE,WR,,"$1,000,000",1.0,2016
861,Tony Jerod-Eddie,SF,DL,,"$1,000,000",1.0,2016
862,Michael Morgan,SEA,LB,,"$1,000,000",1.0,2016
863,Bradley Sowell,SEA,LT,,"$1,000,000",1.0,2016
864,Jordan Phillips,MIA,DL/DT,,"$991,570",0.99157,2016
865,Kiko Alonso,MIA,LB,,"$991,418",0.991418,2016
866,Lance Dunbar,DAL,RB,,"$987,500",0.9875,2016
867,Derrick Henry,TEN,RB,,"$983,259",0.983259,2016
868,Ryan Hewitt,CIN,FB,,"$978,334",0.978334,2016
869,Will Blackmon,WAS,CB,,"$975,000",0.975,2016
870,Bryan Braman,PHI,LB,,"$975,000",0.975,2016
871,Jack Mewhort,IND,G,,"$974,673",0.974673,2016
872,Cecil Shorts,TB,WR,,"$971,875",0.971875,2016
873,Kyle Nelson,SF,LS,,"$970,000",0.97,2016
874,Jake Fisher,CIN,LT,,"$968,073",0.968073,2016
875,Kony Ealy,CAR,ED,,"$967,317",0.967317,2016
876,Spencer Ware,KC,RB,,"$958,333",0.958333,2016
877,Charcandrick West,KC,RB,,"$958,333",0.958333,2016
878,Allen Robinson,JAX,WR,,"$957,510",0.95751,2016
879,A'Shawn Robinson,DET,DL/DT,,"$951,570",0.95157,2016
880,Jimmy Garoppolo,NE,QB,,"$950,154",0.950154,2016
881,Gino Gradkowski,CAR,C,,"$950,000",0.95,2016
882,Clark Harris,CIN,LS,,"$950,000",0.95,2016
883,Demetrius Harris,KC,TE,,"$950,000",0.95,2016
884,Jarvis Landry,MIA,WR,,"$947,703",0.947703,2016
885,Ameer Abdullah,DET,RB,,"$944,574",0.944574,2016
886,Justin Britt,SEA,C,,"$942,800",0.9428,2016
887,Jon Bostic,DET,LB,,"$942,381",0.942381,2016
888,Morgan Cox,BAL,LS,,"$940,000",0.94,2016
889,Tanner Purdum,NYJ,LS,,"$932,500",0.9325,2016
890,Michael Thomas,NO,WR,,"$930,722",0.930722,2016
891,Cullen Jenkins,WAS,DL,,"$927,058",0.927058,2016
892,Jason Spriggs,GB,T,,"$909,871",0.909871,2016
893,Senquez Golson,PIT,CB,,"$909,327",0.909327,2016
894,Rob Havenstein,LAR,G,,"$902,277",0.902277,2016
895,Derek Carrier,WAS,TE,,"$900,000",0.9,2016
896,Johnathan Grimes,HOU,RB,,"$900,000",0.9,2016
897,Patrick Lewis,BUF,C,,"$900,000",0.9,2016
898,Patrick DiMarco,ATL,FB,,"$897,500",0.8975,2016
899,Mike Windt,SD,LS,,"$897,500",0.8975,2016
900,Markus Golden,ARI,ED,,"$890,530",0.89053,2016
901,Justin Drescher,NO,LS,,"$890,000",0.89,2016
902,Jarran Reed,SEA,DL/DT,,"$889,024",0.889024,2016
903,Colin Jones,CAR,FS,,"$885,000",0.885,2016
904,Jordan Norwood,DEN,WR,,"$880,000",0.88,2016
905,Jake McQuaide,LAR,LS,,"$875,000",0.875,2016
906,Jon Weeks,HOU,LS,,"$875,000",0.875,2016
907,Ty Sambrailo,DEN,LT,,"$874,081",0.874081,2016
908,Nick Martin,HOU,C,,"$868,177",0.868177,2016
909,Ray-Ray Armstrong,SF,ED,,"$866,666",0.866666,2016
910,Morgan Moses,WAS,RT,,"$864,394",0.864394,2016
911,Chase Reynolds,LAR,RB,,"$862,500",0.8625,2016
912,C.J. Fiedorowicz,HOU,TE,,"$860,826",0.860826,2016
913,Shaun Draughn,SF,RB,,"$860,000",0.86,2016
914,Josh Harris,ATL,LS,,"$860,000",0.86,2016
915,Joe Webb,CAR,QB,,"$860,000",0.86,2016
916,Marquise Goodwin,BUF,WR,,"$859,719",0.859719,2016
917,Ali Marpet,TB,C,,"$857,633",0.857633,2016
918,Quinten Rollins,GB,CB,,"$850,583",0.850583,2016
919,Daren Bates,OAK,LB,,"$850,000",0.85,2016
920,Tress Way,WAS,P,,"$850,000",0.85,2016
921,Frank Clark,SEA,ED,,"$848,233",0.848233,2016
922,Christian Hackenberg,NYJ,QB,,"$847,327",0.847327,2016
923,Jordan Richards,NE,SS,,"$843,534",0.843534,2016
924,Matt Asiata,MIN,RB,,"$840,000",0.84,2016
925,Tim Hightower,NO,RB,,"$840,000",0.84,2016
926,Charles Sims,TB,RB,,"$836,023",0.836023,2016
927,A.Q. Shipley,ARI,C,,"$835,000",0.835,2016
928,Jerome Felton,BUF,FB,,"$832,941",0.832941,2016
929,Deion Jones,ATL,LB,,"$826,479",0.826479,2016
930,Joe Looney,DAL,G,,"$825,000",0.825,2016
931,Brynden Trawick,OAK,SS,,"$825,000",0.825,2016
932,Marcus Martin,SF,G,,"$822,812",0.822812,2016
933,Kayvon Webster,DEN,CB,,"$821,950",0.82195,2016
934,Josh Gordon,CLE,WR,,"$817,016",0.817016,2016
935,Christian Kirksey,CLE,LB,,"$815,625",0.815625,2016
936,Antonio Smith,HOU,DL,,"$811,176",0.811176,2016
937,Jace Amaro,TEN,TE,,"$810,272",0.810272,2016
938,Jay Bromley,NYG,DL,,"$805,969",0.805969,2016
939,Su'a Cravens,WAS,S,,"$805,630",0.80563,2016
940,Matt Overton,IND,LS,,"$800,000",0.8,2016
941,Christian Ponder,SF,QB,,"$800,000",0.8,2016
942,Scott Crichton,MIN,ED,,"$797,831",0.797831,2016
943,Travis Swanson,DET,C,,"$794,868",0.794868,2016
944,Preston Brown,BUF,LB,,"$793,750",0.79375,2016
945,Ryan Nassib,NYG,QB,,"$788,400",0.7884,2016
946,Shamarko Thomas,PIT,SS,,"$788,288",0.788288,2016
947,Justin Gilbert,PIT,CB,,"$786,682",0.786682,2016
948,A.J. Cann,JAX,G,,"$785,399",0.785399,2016
949,Landry Jones,PIT,QB,,"$784,805",0.784805,2016
950,Mackensie Alexander,MIN,CB,,"$784,783",0.784783,2016
951,Earl Watford,ARI,RT,,"$783,716",0.783716,2016
952,Clive Walford,OAK,TE,,"$781,126",0.781126,2016
953,J.C. Tretter,GB,C,,"$778,977",0.778977,2016
954,Tyler Lockett,SEA,WR,,"$776,687",0.776687,2016
955,Kevin McDermott,MIN,LS,,"$775,000",0.775,2016
956,Tyler Boyd,CIN,WR,,"$774,358",0.774358,2016
957,Quinton Patton,SF,WR,,"$772,875",0.772875,2016
958,Tim Wright,DET,TE,,"$771,250",0.77125,2016
959,Cody Whitehair,CHI,G,,"$768,103",0.768103,2016
960,Hroniss Grasu,CHI,C,,"$765,480",0.76548,2016
961,Jamon Brown,LAR,RT,,"$764,279",0.764279,2016
962,Spencer Long,WAS,C,,"$763,450",0.76345,2016
963,Jaelen Strong,HOU,WR,,"$762,995",0.762995,2016
964,Gabe Jackson,OAK,G,,"$762,844",0.762844,2016
965,Will Sutton,CHI,DL,,"$761,517",0.761517,2016
966,Dennis Kelly,TEN,RT,,"$760,000",0.76,2016
967,Jeremy Kerley,SF,WR,,"$760,000",0.76,2016
968,Kellen Moore,DAL,QB,,"$760,000",0.76,2016
969,Logan Paulsen,CHI,TE,,"$760,000",0.76,2016
970,Rod Streater,SF,WR,,"$760,000",0.76,2016
971,Brandon Tate,BUF,WR,,"$760,000",0.76,2016
972,Kareem Martin,ARI,ED,,"$759,890",0.75989,2016
973,T.J. Green,IND,S,,"$757,679",0.757679,2016
974,Will Clarke,CIN,ED,,"$756,345",0.756345,2016
975,Phillip Gaines,KC,CB,,"$755,778",0.755778,2016
976,Tevin Coleman,ATL,RB,,"$753,811",0.753811,2016
977,Trai Turner,CAR,G,,"$753,620",0.75362,2016
978,Donte Moncrief,IND,WR,,"$750,880",0.75088,2016
979,Kyle Juszczyk,BAL,FB,,"$750,146",0.750146,2016
980,Devin Taylor,DET,ED,,"$750,146",0.750146,2016
981,James Develin,NE,FB,,"$750,000",0.75,2016
982,Terence Garvin,WAS,LB,,"$750,000",0.75,2016
983,John Brown,ARI,WR,,"$747,725",0.747725,2016
984,Brandon Linder,JAX,C,,"$745,400",0.7454,2016
985,Owamagbe Odighizuwa,NYG,ED,,"$745,125",0.745125,2016
986,Sean Davis,PIT,SS,,"$743,085",0.743085,2016
987,Michael Schofield,DEN,RT,,"$742,300",0.7423,2016
988,Richard Rodgers,GB,TE,,"$739,004",0.739004,2016
989,Jerick McKinnon,MIN,RB,,"$738,750",0.73875,2016
990,Sean Mannion,LAR,QB,,"$738,734",0.738734,2016
991,Chris Conley,KC,WR,,"$738,108",0.738108,2016
992,Roberto Aguayo,TB,K,,"$736,830",0.73683,2016
993,Duke Johnson,CLE,RB,,"$732,523",0.732523,2016
994,Eli Harold,SF,ED,,"$729,343",0.729343,2016
995,Michael Griffin,CAR,FS,,"$728,823",0.728823,2016
996,John Sullivan,WAS,C,,"$728,823",0.728823,2016
997,Cyrus Jones,NE,CB,,"$728,491",0.728491,2016
998,Denard Robinson,JAX,RB,,"$728,403",0.728403,2016
999,P.J. Williams,NO,CB,,"$726,654",0.726654,2016
1000,Crockett Gillmore,BAL,T,,"$726,504",0.726504,2016
1001,Stepfan Taylor,ARI,RB,,"$725,125",0.725125,2016
1002,John Miller,BUF,G,,"$725,030",0.72503,2016
1003,Kelcie McCray,SEA,SS,,"$725,000",0.725,2016
1004,Matt Tobin,PHI,G,,"$725,000",0.725,2016
1005,Fozzy Whittaker,CAR,RB,,"$725,000",0.725,2016
1006,A.J. Klein,CAR,LB,,"$722,825",0.722825,2016
1007,Brandon Thompson,CIN,DL,,"$722,823",0.722823,2016
1008,Vonn Bell,NO,SS,,"$722,236",0.722236,2016
1009,Bashaud Breeland,WAS,CB,,"$721,500",0.7215,2016
1010,Devonta Freeman,ATL,RB,,"$721,106",0.721106,2016
1011,Jeff Locke,MIN,P,,"$721,048",0.721048,2016
1012,James Bradberry,CAR,CB,,"$720,152",0.720152,2016
1013,Bruce Ellington,SF,WR,,"$718,607",0.718607,2016
1014,Justin Ellis,OAK,DL,,"$718,172",0.718172,2016
1015,Cassius Marsh,SEA,LB,,"$717,563",0.717563,2016
1016,Maurice Alexander,LAR,SS,,"$716,065",0.716065,2016
1017,Adam Gotsis,DEN,DL/DE,,"$715,982",0.715982,2016
1018,Jacquizz Rodgers,TB,RB,,"$715,294",0.715294,2016
1019,Russell Bodine,CIN,C,,"$714,114",0.714114,2016
1020,DaQuan Jones,TEN,DL/DE,,"$713,850",0.71385,2016
1021,Maxx Williams,BAL,TE,,"$713,676",0.713676,2016
1022,De'Anthony Thomas,KC,WR,,"$713,527",0.713527,2016
1023,Tyler Kroft,CIN,TE,,"$712,444",0.712444,2016
1024,Lorenzo Mauldin,NYJ,ED,,"$711,504",0.711504,2016
1025,Keith McGill,OAK,S,,"$711,300",0.7113,2016
1026,Ka'Deem Carey,CHI,RB,,"$710,845",0.710845,2016
1027,David Johnson,ARI,RB,,"$708,843",0.708843,2016
1028,Anthony Hitchens,DAL,LB,,"$708,716",0.708716,2016
1029,Craig Mager,SD,CB,,"$708,144",0.708144,2016
1030,Jordan Hicks,PHI,LB,,"$706,183",0.706183,2016
1031,Walt Aikens,MIA,FS,,"$703,977",0.703977,2016
1032,Tourek Williams,SD,ED,,"$702,515",0.702515,2016
1033,Latavius Murray,OAK,RB,,"$701,550",0.70155,2016
1034,Tre Boston,CAR,FS,,"$701,367",0.701367,2016
1035,Cornelius Washington,CHI,DL,,"$700,947",0.700947,2016
1036,Rex Burkhead,CIN,RB,,"$700,550",0.70055,2016
1037,Dontae Johnson,SF,CB,,"$700,136",0.700136,2016
1038,Don Barclay,GB,RT,,"$700,000",0.7,2016
1039,James White,NE,RB,,"$699,272",0.699272,2016
1040,Matt Jones,WAS,RB,,"$698,854",0.698854,2016
1041,Carl Davis,BAL,DL,,"$697,021",0.697021,2016
1042,Chaz Green,DAL,G,,"$696,467",0.696467,2016
1043,Kevin Pierre-Louis,SEA,LB,,"$696,413",0.696413,2016
1044,Jeff Heuerman,DEN,TE,,"$695,201",0.695201,2016
1045,Ryan Griffin,HOU,TE,,"$694,670",0.69467,2016
1046,Stacy McGee,OAK,DL,,"$694,670",0.69467,2016
1047,Ty Montgomery,GB,RB,,"$693,386",0.693386,2016
1048,Henry Anderson,IND,DL,,"$692,919",0.692919,2016
1049,Danielle Hunter,MIN,ED/DE,,"$692,805",0.692805,2016
1050,Chris Gragg,BUF,TE,,"$689,793",0.689793,2016
1051,Dorial Green-Beckham,PHI,WR,,"$689,709",0.689709,2016
1052,Daimion Stafford,TEN,SS,,"$686,474",0.686474,2016
1053,Steven Nelson,KC,CB,,"$682,988",0.682988,2016
1054,Sammie Coates,PIT,WR,,"$682,878",0.682878,2016
1055,Xavier Cooper,CLE,DL,,"$680,071",0.680071,2016
1056,Sam Acho,CHI,ED,,"$680,000",0.68,2016
1057,Colt Anderson,BUF,SS,,"$680,000",0.68,2016
1058,Robert Blanton,BUF,SS,,"$680,000",0.68,2016
1059,Bruce Carter,NYJ,LB,,"$680,000",0.68,2016
1060,Kellen Clemens,SD,QB,,"$680,000",0.68,2016
1061,Audie Cole,MIN,LB,,"$680,000",0.68,2016
1062,Kellen Davis,NYJ,TE,,"$680,000",0.68,2016
1063,Justin Durant,DAL,LB,,"$680,000",0.68,2016
1064,Roman Harper,NO,SS,,"$680,000",0.68,2016
1065,Benjamin Ijalana,NYJ,RT,,"$680,000",0.68,2016
1066,Don Muhlbach,DET,LS,,"$680,000",0.68,2016
1067,Nick Novak,HOU,K,,"$680,000",0.68,2016
1068,Dan Orlovsky,DET,QB,,"$680,000",0.68,2016
1069,Spencer Paysinger,MIA,LB,,"$680,000",0.68,2016
1070,Chris Prosinski,CHI,SS,,"$680,000",0.68,2016
1071,Bobby Rainey,NYG,RB,,"$680,000",0.68,2016
1072,Jamarca Sanford,NO,SS,,"$680,000",0.68,2016
1073,Kelvin Sheppard,NYG,LB,,"$680,000",0.68,2016
1074,Deonte Thompson,CHI,WR,,"$680,000",0.68,2016
1075,Greg Toler,WAS,CB,,"$680,000",0.68,2016
1076,Greg Warren,PIT,LS,,"$680,000",0.68,2016
1077,Philip Wheeler,ATL,LB,,"$680,000",0.68,2016
1078,Corey White,BUF,CB,,"$680,000",0.68,2016
1079,Kyle Wilson,NO,CB,,"$680,000",0.68,2016
1080,Austin Seferian-Jenkins,NYJ,TE,,"$677,534",0.677534,2016
1081,Clay Harbor,DET,TE,,"$676,764",0.676764,2016
1082,Dakota Dozier,NYJ,G,,"$675,146",0.675146,2016
1083,Nevin Lawson,DET,CB,,"$675,146",0.675146,2016
1084,Tom Savage,HOU,QB,,"$675,146",0.675146,2016
1085,Lorenzo Taliaferro,BAL,RB,,"$675,146",0.675146,2016
1086,Brent Urban,BAL,DL/DE,,"$675,146",0.675146,2016
1087,Oday Aboushi,HOU,G,,"$675,000",0.675,2016
1088,Antonio Allen,NYJ,CB,,"$675,000",0.675,2016
1089,David Bass,TEN,DL,,"$675,000",0.675,2016
1090,Nick Becton,CHI,LT,,"$675,000",0.675,2016
1091,Brice Butler,DAL,WR,,"$675,000",0.675,2016
1092,Marcus Cooper,ARI,CB,,"$675,000",0.675,2016
1093,Najee Goode,PHI,LB,,"$675,000",0.675,2016
1094,Duke Ihenacho,WAS,SS,,"$675,000",0.675,2016
1095,Eric Kush,CHI,G,,"$675,000",0.675,2016
1096,Josh Martin,NYJ,ED,,"$675,000",0.675,2016
1097,Michael Mauti,NO,LB,,"$675,000",0.675,2016
1098,Lerentee McCray,BUF,LB,,"$675,000",0.675,2016
1099,Josh McNary,IND,ED,,"$675,000",0.675,2016
1100,Rashaan Melvin,IND,CB,,"$675,000",0.675,2016
1101,Barkevious Mingo,NE,LB,,"$675,000",0.675,2016
1102,Patrick Omameh,JAX,G,,"$675,000",0.675,2016
1103,Nate Palmer,TEN,LB,,"$675,000",0.675,2016
1104,Jordan Poyer,CLE,FS,,"$675,000",0.675,2016
1105,LaRoy Reynolds,ATL,LB,,"$675,000",0.675,2016
1106,Aldrick Robinson,ATL,WR,,"$675,000",0.675,2016
1107,Devon Still,HOU,DL,,"$675,000",0.675,2016
1108,Caleb Sturgis,PHI,K,,"$675,000",0.675,2016
1109,Michael Thomas,MIA,FS,,"$675,000",0.675,2016
1110,Chris Thompson,WAS,RB,,"$675,000",0.675,2016
1111,Carson Tinker,JAX,LS,,"$675,000",0.675,2016
1112,Trevin Wade,NYG,CB,,"$675,000",0.675,2016
1113,Brandon Williams,SEA,TE,,"$675,000",0.675,2016
1114,Kevin Byard,TEN,FS,,"$674,265",0.674265,2016
1115,Carl Nassib,CLE,DL,,"$672,438",0.672438,2016
1116,Max Tuerk,SD,C,,"$672,255",0.672255,2016
1117,Tony Hills,NO,LT,,"$670,588",0.670588,2016
1118,Dexter McCluster,SD,RB,,"$670,588",0.670588,2016
1119,Maliek Collins,DAL,DL/DT,,"$670,288",0.670288,2016
1120,Will Redmond,SF,CB,,"$668,139",0.668139,2016
1121,Angelo Blackson,TEN,DL,,"$667,903",0.667903,2016
1122,Trey Flowers,NE,ED,,"$664,733",0.664733,2016
1123,Daryl Williams,CAR,RT,,"$664,280",0.66428,2016
1124,Yannick Ngakoue,JAX,ED,,"$664,044",0.664044,2016
1125,Bryce Petty,NYJ,QB,,"$663,424",0.663424,2016
1126,Jamison Crowder,WAS,WR,,"$661,406",0.661406,2016
1127,Jeremy Langford,CHI,RB,,"$660,906",0.660906,2016
1128,Justin Hardy,ATL,WR,,"$660,205",0.660205,2016
1129,Jalston Fowler,TEN,FB,,"$659,429",0.659429,2016
1130,Darian Thompson,NYG,FS,,"$659,284",0.659284,2016
1131,Clayton Geathers,IND,FS,,"$658,482",0.658482,2016
1132,Eric Rowe,NE,CB,,"$656,811",0.656811,2016
1133,Jonathan Bullard,CHI,DL,,"$656,630",0.65663,2016
1134,T.J. Clemmings,MIN,RT,,"$656,238",0.656238,2016
1135,Arie Kouandjio,WAS,G,,"$655,417",0.655417,2016
1136,Kenyan Drake,MIA,RB,,"$655,315",0.655315,2016
1137,Ryan Grant,WAS,WR,,"$653,403",0.653403,2016
1138,Ibraheim Campbell,CLE,SS,,"$653,002",0.653002,2016
1139,Telvin Smith,JAX,LB,,"$652,763",0.652763,2016
1140,Rodney Gunter,ARI,DL,,"$652,479",0.652479,2016
1141,Blake Bell,SF,TE,,"$651,283",0.651283,2016
1142,Justin Trattou,MIN,ED,,"$650,000",0.65,2016
1143,Kevin Pamphile,TB,G,,"$649,625",0.649625,2016
1144,Andrew Donnal,LAR,RT,,"$649,233",0.649233,2016
1145,Avery Williamson,TEN,LB,,"$648,613",0.648613,2016
1146,Josh Shaw,CIN,CB,,"$648,431",0.648431,2016
1147,Nat Berhe,NYG,SS,,"$648,200",0.6482,2016
1148,Shilique Calhoun,OAK,LB,,"$647,533",0.647533,2016
1149,Shon Coleman,CLE,T,,"$646,884",0.646884,2016
1150,Ed Stinson,ARI,DL,,"$646,685",0.646685,2016
1151,Corey Linsley,GB,C,,"$646,250",0.64625,2016
1152,Daryl Worley,CAR,CB,,"$645,921",0.645921,2016
1153,Za'Darius Smith,BAL,ED,,"$645,788",0.645788,2016
1154,A.J. McCarron,CIN,QB,,"$645,413",0.645413,2016
1155,Kwon Alexander,TB,LB,,"$644,580",0.64458,2016
1156,Javorius Allen,BAL,RB,,"$643,618",0.643618,2016
1157,Austin Hooper,ATL,TE,,"$643,357",0.643357,2016
1158,Joe Thuney,NE,G,,"$643,357",0.643357,2016
1159,Mike Davis,SF,RB,,"$642,195",0.642195,2016
1160,Damien Wilson,DAL,LB,,"$641,578",0.641578,2016
1161,Keith Reaser,SF,CB,,"$641,200",0.6412,2016
1162,Isaac Seumalo,PHI,G,,"$640,966",0.640966,2016
1163,Jon Feliciano,OAK,G,,"$640,163",0.640163,2016
1164,Jake Ryan,GB,LB,,"$639,169",0.639169,2016
1165,Adolphus Washington,BUF,DL,,"$638,574",0.638574,2016
1166,Sam Young,MIA,LT,,"$636,470",0.63647,2016
1167,Devon Kennard,NYG,LB,,"$636,140",0.63614,2016
1168,John Urschel,BAL,G,,"$636,140",0.63614,2016
1169,Shaq Mason,NE,G,,"$635,881",0.635881,2016
1170,Ryan Davis,DAL,ED,,"$635,294",0.635294,2016
1171,Neiko Thorpe,SEA,CB,,"$635,294",0.635294,2016
1172,B.W. Webb,NO,CB,,"$635,294",0.635294,2016
1173,Zach Fulton,KC,G,,"$634,555",0.634555,2016
1174,Laurent Duvernay-Tardif,KC,G,,"$633,575",0.633575,2016
1175,Le'Raven Clark,IND,RT,,"$633,433",0.633433,2016
1176,Jordan Jenkins,NYJ,ED,,"$630,980",0.63098,2016
1177,Kendall Fuller,WAS,CB,,"$629,606",0.629606,2016
1178,Alfred Blue,HOU,RB,,"$629,483",0.629483,2016
1179,Antone Exum,MIN,FS,,"$628,947",0.628947,2016
1180,Braxton Miller,HOU,WR,,"$627,275",0.627275,2016
1181,E.J. Gaines,LAR,CB,,"$626,918",0.626918,2016
1182,Pat O'Donnell,CHI,P,,"$626,327",0.626327,2016
1183,Kyle Love,CAR,DL,,"$625,882",0.625882,2016
1184,Bryan Walters,JAX,WR,,"$625,882",0.625882,2016
1185,Evander Hood,WAS,DL,,"$625,625",0.625625,2016
1186,Leonte Carroo,MIA,WR,,"$625,097",0.625097,2016
1187,Tom Compton,ATL,T,,"$625,000",0.625,2016
1188,Nick Vigil,CIN,LB,,"$623,907",0.623907,2016
1189,Luke Bowanko,JAX,C,,"$623,513",0.623513,2016
1190,Kyler Fackrell,GB,ED,,"$623,512",0.623512,2016
1191,Javon Hargrave,PIT,DL/DT,,"$623,314",0.623314,2016
1192,C.J. Prosise,SEA,RB,,"$623,116",0.623116,2016
1193,Tyler Bray,KC,QB,,"$620,000",0.62,2016
1194,Kedric Golston,WAS,DL,,"$620,000",0.62,2016
1195,Marquis Flowers,CIN,LB,,"$619,670",0.61967,2016
1196,Daniel McCullers,PIT,DL,,"$619,670",0.61967,2016
1197,Jay Prosch,HOU,FB,,"$619,670",0.61967,2016
1198,Brandon Williams,ARI,CB,,"$618,173",0.618173,2016
1199,Andre Hal,HOU,FS,,"$617,281",0.617281,2016
1200,Travis Carrie,OAK,CB,,"$616,741",0.616741,2016
1201,Shamar Stephen,MIN,DL,,"$616,287",0.616287,2016
1202,Cody Kessler,CLE,QB,,"$616,197",0.616197,2016
1203,Beau Allen,PHI,DL,,"$615,562",0.615562,2016
1204,Jabari Price,MIN,CB,,"$615,455",0.615455,2016
1205,Terrence Brooks,PHI,FS,,"$615,000",0.615,2016
1206,Garrett Reynolds,DET,G,,"$615,000",0.615,2016
1207,Nick Vannett,SEA,TE,,"$614,220",0.61422,2016
1208,Terrence Fede,MIA,ED,,"$613,988",0.613988,2016
1209,Jeff Janis,GB,WR,,"$612,848",0.612848,2016
1210,James Wright,CIN,WR,,"$612,456",0.612456,2016
1211,Corey Nelson,DEN,LB,,"$612,150",0.61215,2016
1212,Charles Leno,CHI,LT,,"$611,628",0.611628,2016
1213,Demetrius Rhaney,LAR,C,,"$611,474",0.611474,2016
1214,Max Garcia,DEN,G,,"$611,423",0.611423,2016
1215,Mark Glowinski,SEA,G,,"$611,423",0.611423,2016
1216,Graham Glasgow,DET,G,,"$611,355",0.611355,2016
1217,Rees Odhiambo,SEA,T,,"$611,355",0.611355,2016
1218,Justin Simmons,DEN,SS,,"$611,355",0.611355,2016
1219,Vincent Valentine,NE,DL,,"$611,355",0.611355,2016
1220,Joe Schobert,CLE,ED,,"$608,489",0.608489,2016
1221,Cornelius Lucas,DET,RT,,"$606,668",0.606668,2016
1222,Ethan Westbrooks,LAR,ED,,"$606,668",0.606668,2016
1223,Corey Brown,CAR,WR,,"$605,000",0.605,2016
1224,Connor Cook,OAK,QB,,"$604,972",0.604972,2016
1225,Garry Gilliam,SEA,RT,,"$604,000",0.604,2016
1226,Andrew Norwell,CAR,G,,"$604,000",0.604,2016
1227,Joshua Perry,SD,LB,,"$603,521",0.603521,2016
1228,Isaiah Crowell,CLE,RB,,"$603,334",0.603334,2016
1229,Albert Wilson,KC,WR,,"$603,334",0.603334,2016
1230,James Hurst,BAL,RT,,"$603,000",0.603,2016
1231,Trey Burton,PHI,TE,,"$602,500",0.6025,2016
1232,Jonotthan Harrison,IND,C,,"$602,500",0.6025,2016
1233,Kerry Wynn,NYG,ED,,"$602,500",0.6025,2016
1234,Christian Jones,CHI,LB,,"$602,334",0.602334,2016
1235,Sheldon Day,JAX,DL/DT,,"$602,102",0.602102,2016
1236,Kasim Edebali,NO,LB,,"$602,000",0.602,2016
1237,Zach Kerr,IND,DL,,"$602,000",0.602,2016
1238,Jayrone Elliott,GB,ED,,"$601,668",0.601668,2016
1239,Tyler Shatley,JAX,G,,"$601,668",0.601668,2016
1240,Damien Williams,MIA,RB,,"$601,668",0.601668,2016
1241,Tavon Young,BAL,CB,,"$601,282",0.601282,2016
1242,Brock Coyle,SEA,LB,,"$601,000",0.601,2016
1243,Zach Orr,BAL,LB,,"$601,000",0.601,2016
1244,Parker Ehinger,KC,G,,"$600,727",0.600727,2016
1245,Cairo Santos,KC,K,,"$600,667",0.600667,2016
1246,Chandler Catanzaro,ARI,K,,"$600,500",0.6005,2016
1247,Kenneth Acker,KC,CB,,"$600,000",0.6,2016
1248,Mike Adams,CHI,LT,,"$600,000",0.6,2016
1249,Lorenzo Alexander,BUF,LB,,"$600,000",0.6,2016
1250,Antonio Andrews,TEN,RB,,"$600,000",0.6,2016
1251,Denico Autry,OAK,ED/DE,,"$600,000",0.6,2016
1252,Kenjon Barner,PHI,RB,,"$600,000",0.6,2016
1253,Connor Barth,CHI,K,,"$600,000",0.6,2016
1254,Josh Bellamy,CHI,WR,,"$600,000",0.6,2016
