rank,player_name,team,position,age,total_contract_value,total_contract_value_millions,year
417,Eric Ebron,DET,TE,,"$2,783,898",2.783898,2015
418,Kevin Huber,CIN,P,,"$2,770,000",2.77,2015
419,Owen Daniels,DEN,TE,,"$2,750,000",2.75,2015
420,Chris Ivory,NYJ,RB,,"$2,750,000",2.75,2015
421,George Johnson,TB,ED,,"$2,750,000",2.75,2015
422,Buster Skrine,NYJ,CB,,"$2,750,000",2.75,2015
423,Adam Vinatieri,IND,K,,"$2,750,000",2.75,2015
424,Dre Kirkpatrick,CIN,CB,,"$2,743,680",2.74368,2015
425,Jarius Wright,MIN,WR,,"$2,707,027",2.707027,2015
426,Melvin Ingram,SD,ED,,"$2,672,166",2.672166,2015
427,Corey Peters,ARI,DL,,"$2,666,666",2.666666,2015
428,Rolando McClain,DAL,LB,,"$2,636,029",2.636029,2015
429,Vic Beasley,ATL,ED,,"$2,635,496",2.635496,2015
430,Shea McClellin,CHI,ED,,"$2,629,263",2.629263,2015
431,Mike DeVito,KC,DL,,"$2,620,000",2.62,2015
432,Star Lotulelei,CAR,DL,,"$2,619,409",2.619409,2015
433,Ereck Flowers,NYG,RT,,"$2,616,676",2.616676,2015
434,Marcus Cannon,NE,RT,,"$2,616,666",2.616666,2015
435,Kendall Wright,TEN,WR,,"$2,614,962",2.614962,2015
436,Taylor Lewan,TEN,LT,,"$2,610,228",2.610228,2015
437,Chandler Jones,NE,LB/OLB,,"$2,600,659",2.600659,2015
438,Michael Johnson,CIN,ED,,"$2,600,000",2.6,2015
439,Jeremy Kerley,NYJ,WR,,"$2,600,000",2.6,2015
440,Matt Moore,MIA,QB,,"$2,600,000",2.6,2015
441,Ahtyba Rubin,SEA,DL,,"$2,600,000",2.6,2015
442,Al Woods,TEN,DL,,"$2,600,000",2.6,2015
443,Kenny Vaccaro,NO,SS,,"$2,570,376",2.570376,2015
444,Adam-Pacman Jones,CIN,CB,,"$2,550,000",2.55,2015
445,Sean Richardson,GB,SS,,"$2,550,000",2.55,2015
446,Riley Reiff,DET,LT,,"$2,543,450",2.54345,2015
447,Shane Vereen,NYG,RB,,"$2,516,666",2.516666,2015
448,Todd Gurley,STL,RB,,"$2,513,306",2.513306,2015
449,Mike Mitchell,PIT,FS,,"$2,508,750",2.50875,2015
450,Dan Bailey,DAL,K,,"$2,500,000",2.5,2015
451,Sergio Brown,JAX,FS,,"$2,500,000",2.5,2015
452,Darius Butler,IND,FS,,"$2,500,000",2.5,2015
453,Gosder Cherilus,TB,RT,,"$2,500,000",2.5,2015
454,Demar Dotson,TB,RT,,"$2,500,000",2.5,2015
455,Greg Jennings,MIA,WR,,"$2,500,000",2.5,2015
456,Cam Thomas,PIT,DL,,"$2,500,000",2.5,2015
457,Stefen Wisniewski,JAX,C,,"$2,500,000",2.5,2015
458,Danny Woodhead,SD,RB,,"$2,500,000",2.5,2015
459,David DeCastro,PIT,G,,"$2,486,240",2.48624,2015
460,Letroy Guion,GB,DL,,"$2,485,294",2.485294,2015
461,Jeremy Zuttah,BAL,C,,"$2,478,382",2.478382,2015
462,Vernon Davis,DEN,TE,,"$2,477,941",2.477941,2015
463,Dont'a Hightower,NE,LB,,"$2,457,637",2.457637,2015
464,Terence Newman,MIN,CB,,"$2,453,125",2.453125,2015
465,Cecil Shorts,HOU,WR,,"$2,453,125",2.453125,2015
466,Robert Ayers,NYG,ED,,"$2,437,500",2.4375,2015
467,Ted Larsen,ARI,G,,"$2,435,000",2.435,2015
468,Sheldon Richardson,NYJ,DL,,"$2,431,647",2.431647,2015
469,E.J. Manuel,BUF,QB,,"$2,423,264",2.423264,2015
470,Michael Oher,CAR,RT,,"$2,421,875",2.421875,2015
471,Will Hill,BAL,SS,,"$2,416,045",2.416045,2015
472,Reggie Bush,SF,RB,,"$2,406,250",2.40625,2015
473,Kevin Zeitler,CIN,G,,"$2,400,427",2.400427,2015
474,Brandon Browner,NO,CB,,"$2,400,000",2.4,2015
475,Ben Grubbs,KC,G,,"$2,400,000",2.4,2015
476,Sam Koch,BAL,P,,"$2,400,000",2.4,2015
477,Ryan Wendell,NE,C,,"$2,400,000",2.4,2015
478,Eugene Sims,STL,ED,,"$2,391,686",2.391686,2015
479,Nick Perry,GB,ED,,"$2,386,125",2.386125,2015
480,James Carpenter,NYJ,G,,"$2,375,000",2.375,2015
481,Jarvis Jones,PIT,ED,,"$2,374,228",2.374228,2015
482,Johnny Hekker,STL,P,,"$2,373,773",2.373773,2015
483,"Odell Beckham, Jr.",NYG,WR,,"$2,365,045",2.365045,2015
484,Mark Barron,STL,LB,,"$2,362,704",2.362704,2015
485,Dan Carpenter,BUF,K,,"$2,362,500",2.3625,2015
486,Jerrell Freeman,IND,LB,,"$2,356,000",2.356,2015
487,Tashaun Gipson,CLE,FS,,"$2,356,000",2.356,2015
488,Damon Harrison,NYJ,DL,,"$2,356,000",2.356,2015
489,Jermaine Kearse,SEA,WR,,"$2,356,000",2.356,2015
490,Emmanuel Lamur,CIN,LB,,"$2,356,000",2.356,2015
491,Rodney McLeod,STL,FS,,"$2,356,000",2.356,2015
492,Craig Robertson,CLE,LB,,"$2,356,000",2.356,2015
493,Derrick Shelby,MIA,DL,,"$2,356,000",2.356,2015
494,Rod Streater,OAK,WR,,"$2,356,000",2.356,2015
495,Cedric Thornton,PHI,DL,,"$2,356,000",2.356,2015
496,Justin Tucker,BAL,K,,"$2,356,000",2.356,2015
497,Trae Waynes,MIN,CB,,"$2,353,520",2.35352,2015
498,Britton Colquitt,DEN,P,,"$2,350,000",2.35,2015
499,Glenn Dorsey,SF,DL,,"$2,341,666",2.341666,2015
500,Eric Reid,SF,SS,,"$2,312,931",2.312931,2015
501,Aaron Donald,STL,DL,,"$2,303,750",2.30375,2015
502,Tom Johnson,MIN,DL,,"$2,300,000",2.3,2015
503,Louis Delmas,MIA,FS,,"$2,297,375",2.297375,2015
504,Donald Brown,SD,RB,,"$2,294,118",2.294118,2015
505,Harry Douglas,TEN,WR,,"$2,283,333",2.283333,2015
506,Justin Pugh,NYG,G,,"$2,276,154",2.276154,2015
507,Harrison Smith,MIN,FS,,"$2,271,355",2.271355,2015
508,Craig Stevens,TEN,TE,,"$2,270,000",2.27,2015
509,Kyle Long,CHI,G,,"$2,263,896",2.263896,2015
510,Tyler Eifert,CIN,TE,,"$2,251,637",2.251637,2015
511,Scott Chandler,NE,TE,,"$2,250,000",2.25,2015
512,Brian Hartline,CLE,WR,,"$2,250,000",2.25,2015
513,Jeremy Mincey,DAL,ED,,"$2,250,000",2.25,2015
514,Calvin Pace,NYJ,ED,,"$2,250,000",2.25,2015
515,Blair Walsh,MIN,K,,"$2,239,483",2.239483,2015
516,Desmond Trufant,ATL,CB,,"$2,227,117",2.227117,2015
517,Justin Blackmon,JAX,WR,,"$2,210,999",2.210999,2015
518,Justin Durant,ATL,LB,,"$2,210,416",2.210416,2015
519,Sharrif Floyd,MIN,DL,,"$2,202,600",2.2026,2015
520,Kyle Fuller,CHI,CB,,"$2,201,591",2.201591,2015
521,Virgil Green,DEN,TE,,"$2,200,000",2.2,2015
522,Kraig Urbik,BUF,G,,"$2,200,000",2.2,2015
523,Frostee Rucker,ARI,DL,,"$2,181,875",2.181875,2015
524,Ryan Shazier,PIT,LB,,"$2,160,730",2.16073,2015
525,Doug Martin,TB,RB,,"$2,159,668",2.159668,2015
526,Bjoern Werner,IND,ED,,"$2,153,562",2.153562,2015
527,Alan Branch,NE,DL,,"$2,150,000",2.15,2015
528,Ramon Foster,PIT,G,,"$2,150,000",2.15,2015
529,Rashad Johnson,ARI,FS,,"$2,133,334",2.133334,2015
530,Xavier Rhodes,MIN,CB,,"$2,129,046",2.129046,2015
531,Danny Shelton,CLE,DL,,"$2,127,939",2.127939,2015
532,Logan Paulsen,WAS,TE,,"$2,116,668",2.116668,2015
533,Roy Helu,OAK,RB,,"$2,100,000",2.1,2015
534,Stevie Johnson,SD,WR,,"$2,100,000",2.1,2015
535,Joe Barksdale,SD,RT,,"$2,095,000",2.095,2015
536,Cullen Jenkins,NYG,ED,,"$2,091,668",2.091668,2015
537,Shane Lechler,HOU,P,,"$2,083,334",2.083334,2015
538,Donnie Jones,PHI,P,,"$2,083,333",2.083333,2015
539,DeAndre Hopkins,HOU,WR,,"$2,080,010",2.08001,2015
540,Andrus Peat,NO,G,,"$2,071,544",2.071544,2015
541,Sylvester Williams,DEN,DL,,"$2,067,750",2.06775,2015
542,Shaun Suisham,PIT,K,,"$2,066,000",2.066,2015
543,Adrian Clayborn,ATL,ED/DE,,"$2,062,500",2.0625,2015
544,Wallace Gilberry,CIN,ED,,"$2,050,000",2.05,2015
545,Andy Lee,CLE,P,,"$2,050,000",2.05,2015
546,Datone Jones,GB,DL,,"$2,039,436",2.039436,2015
547,Zack Martin,DAL,G,,"$2,038,136",2.038136,2015
548,Anthony Fasano,TEN,TE,,"$2,031,250",2.03125,2015
549,Gary Barnidge,CLE,TE,,"$2,012,500",2.0125,2015
550,Cole Beasley,DAL,WR,,"$2,000,000",2.0,2015
551,Tarell Brown,NE,CB,,"$2,000,000",2.0,2015
552,Patrick Chung,NE,SS,,"$2,000,000",2.0,2015
553,James Ihedigbo,DET,SS,,"$2,000,000",2.0,2015
554,Mark Ingram,NO,RB,,"$2,000,000",2.0,2015
555,Ricky Jean Francois,WAS,DL,,"$2,000,000",2.0,2015
556,Brett Kern,TEN,P,,"$2,000,000",2.0,2015
557,Ryan Mathews,PHI,RB,,"$2,000,000",2.0,2015
558,Brice McCain,MIA,CB,,"$2,000,000",2.0,2015
559,Ron Parker,KC,FS,,"$2,000,000",2.0,2015
560,Bilal Powell,NYJ,RB,,"$2,000,000",2.0,2015
561,Cory Redding,ARI,DL,,"$2,000,000",2.0,2015
562,Patrick Robinson,SD,CB,,"$2,000,000",2.0,2015
563,Matt Schaub,BAL,QB,,"$2,000,000",2.0,2015
564,Lyle Sendlein,ARI,C,,"$2,000,000",2.0,2015
565,Kelvin Sheppard,MIA,LB,,"$2,000,000",2.0,2015
566,Antonio Smith,DEN,DL,,"$2,000,000",2.0,2015
567,C.J. Spiller,NO,RB,,"$2,000,000",2.0,2015
568,J.T. Thomas,NYG,LB,,"$2,000,000",2.0,2015
569,C.J. Mosley,BAL,LB,,"$1,997,273",1.997273,2015
570,DeVante Parker,MIA,WR,,"$1,977,553",1.977553,2015
571,Cordarrelle Patterson,MIN,WR,,"$1,969,377",1.969377,2015
572,Rafael Bush,NO,FS,,"$1,950,000",1.95,2015
573,Jerricho Cotchery,CAR,WR,,"$1,950,000",1.95,2015
574,Mike Nugent,CIN,K,,"$1,950,000",1.95,2015
575,Calvin Pryor,NYJ,FS,,"$1,946,194",1.946194,2015
576,Melvin Gordon,SD,RB,,"$1,926,193",1.926193,2015
577,Kroy Biermann,ATL,LB,,"$1,925,000",1.925,2015
578,Alec Ogletree,STL,LB,,"$1,917,282",1.917282,2015
579,Ryan Succop,TEN,K,,"$1,916,666",1.916666,2015
580,Ja'Wuan James,MIA,RT,,"$1,915,545",1.915545,2015
581,Brandin Cooks,NO,WR,,"$1,905,330",1.90533,2015
582,Jeff Cumberland,NYJ,TE,,"$1,900,000",1.9,2015
583,Jim Dray,CLE,TE,,"$1,900,000",1.9,2015
584,Dannell Ellerbe,NO,LB,,"$1,900,000",1.9,2015
585,Benjamin Watson,NO,TE,,"$1,900,000",1.9,2015
586,HaHa Clinton-Dix,GB,FS,,"$1,895,114",1.895114,2015
587,Daniel Kilgore,SF,C,,"$1,875,000",1.875,2015
588,Johnny Manziel,CLE,QB,,"$1,874,681",1.874681,2015
589,Travis Frederick,DAL,C,,"$1,873,644",1.873644,2015
590,Dee Ford,KC,ED,,"$1,854,250",1.85425,2015
591,Ted Ginn Jr.,CAR,WR,,"$1,850,000",1.85,2015
592,A.J. Hawk,CIN,LB,,"$1,850,000",1.85,2015
593,Matt Elam,BAL,SS,,"$1,845,546",1.845546,2015
594,James Starks,GB,RB,,"$1,837,500",1.8375,2015
595,Bruce Gradkowski,PIT,QB,,"$1,833,334",1.833334,2015
596,Niles Paul,WAS,TE,,"$1,833,333",1.833333,2015
597,Kevin Johnson,HOU,CB,,"$1,827,166",1.827166,2015
598,Kellen Clemens,SD,QB,,"$1,822,500",1.8225,2015
599,Darqueze Dennard,CIN,CB,,"$1,813,386",1.813386,2015
600,Roman Harper,CAR,SS,,"$1,800,000",1.8,2015
601,Dwayne Harris,NYG,WR,,"$1,800,000",1.8,2015
602,Jason Verrett,SD,CB,,"$1,792,955",1.792955,2015
603,Arik Armstead,SF,DL/DE,,"$1,789,569",1.789569,2015
604,Marcus Smith,PHI,DL,,"$1,772,520",1.77252,2015
605,Matthew Slater,NE,WR,,"$1,766,666",1.766666,2015
606,Matt Cassel,DAL,QB,,"$1,764,705",1.764705,2015
607,Derek Anderson,CAR,QB,,"$1,764,000",1.764,2015
608,Deone Bucannon,ARI,LB,,"$1,752,091",1.752091,2015
609,Khalif Barnes,OAK,LT,,"$1,750,000",1.75,2015
610,Dwan Edwards,CAR,DL,,"$1,750,000",1.75,2015
611,Jerome Felton,BUF,FB,,"$1,750,000",1.75,2015
612,Blaine Gabbert,SF,QB,,"$1,750,000",1.75,2015
613,Josh Mauga,KC,LB,,"$1,750,000",1.75,2015
614,Andrew Quarless,GB,TE,,"$1,750,000",1.75,2015
615,B.J. Raji,GB,DL,,"$1,750,000",1.75,2015
616,Darian Stewart,DEN,FS,,"$1,750,000",1.75,2015
617,Tyrunn Walker,DET,DL,,"$1,750,000",1.75,2015
618,Vance Walker,DEN,DL,,"$1,750,000",1.75,2015
619,Bruce Miller,SF,FB,,"$1,746,500",1.7465,2015
620,Marcus Peters,KC,CB,,"$1,742,574",1.742574,2015
621,Kelvin Benjamin,CAR,WR,,"$1,741,875",1.741875,2015
622,Chris Canty,BAL,DL,,"$1,735,000",1.735,2015
623,Dwayne Allen,IND,TE,,"$1,717,826",1.717826,2015
624,Josh Robinson,MIN,CB,,"$1,716,250",1.71625,2015
625,Cameron Erving,CLE,G,,"$1,714,375",1.714375,2015
626,Brian Quick,STL,WR,,"$1,713,918",1.713918,2015
627,Trumaine Johnson,STL,CB,,"$1,709,794",1.709794,2015
628,Akeem Dent,HOU,LB,,"$1,709,375",1.709375,2015
629,Nelson Agholor,PHI,WR,,"$1,704,977",1.704977,2015
630,Olivier Vernon,MIA,ED,,"$1,701,520",1.70152,2015
631,O'Brien Schofield,ATL,LB,,"$1,700,000",1.7,2015
632,Coby Fleener,IND,TE,,"$1,699,615",1.699615,2015
633,Brandon Brooks,HOU,G,,"$1,696,359",1.696359,2015
634,Cedric Ogbuehi,CIN,LT,,"$1,695,577",1.695577,2015
635,Demario Davis,NYJ,LB/ILB,,"$1,686,490",1.68649,2015
636,Courtney Upshaw,BAL,DL,,"$1,685,313",1.685313,2015
637,Mohamed Sanu,CIN,WR,,"$1,682,813",1.682813,2015
638,Bud Dupree,PIT,ED/OLB,,"$1,676,778",1.676778,2015
639,William Gay,PIT,CB,,"$1,666,668",1.666668,2015
640,Jonathan Casillas,NYG,LB,,"$1,666,666",1.666666,2015
641,Lamar Miller,MIA,RB,,"$1,663,500",1.6635,2015
642,Ben Jones,HOU,C,,"$1,662,362",1.662362,2015
643,Dominique Easley,NE,DL,,"$1,659,898",1.659898,2015
644,Shane Ray,DEN,ED,,"$1,657,980",1.65798,2015
645,Nigel Bradham,BUF,LB,,"$1,656,356",1.656356,2015
646,Coty Sensabaugh,TEN,CB,,"$1,650,023",1.650023,2015
647,David Bruton,DEN,SS,,"$1,650,000",1.65,2015
648,Mitchell Schwartz,CLE,RT,,"$1,645,267",1.645267,2015
649,Jared Crick,HOU,DL,,"$1,639,875",1.639875,2015
650,Rashean Mathis,DET,CB,,"$1,625,000",1.625,2015
651,D.J. Humphries,ARI,LT,,"$1,620,384",1.620384,2015
652,Andre Branch,JAX,ED,,"$1,619,525",1.619525,2015
653,Rhett Ellison,MIN,TE,,"$1,617,146",1.617146,2015
654,Jimmie Ward,SF,FS,,"$1,616,485",1.616485,2015
655,Shaq Thompson,CAR,LB,,"$1,601,586",1.601586,2015
656,Justin Forsett,BAL,RB,,"$1,600,000",1.6,2015
657,Andrew Gachkar,DAL,LB,,"$1,600,000",1.6,2015
658,Malik Jackson,DEN,DL,,"$1,595,403",1.595403,2015
659,Robert Blanton,MIN,SS,,"$1,594,763",1.594763,2015
660,Josh Norman,CAR,CB,,"$1,591,750",1.59175,2015
661,Johnnie Troutman,SD,G,,"$1,589,938",1.589938,2015
662,Janoris Jenkins,STL,CB,,"$1,587,829",1.587829,2015
663,George Iloka,CIN,FS,,"$1,582,075",1.582075,2015
664,Bradley Roby,DEN,CB,,"$1,580,120",1.58012,2015
665,Alfred Morris,WAS,RB,,"$1,572,775",1.572775,2015
666,Amini Silatolu,CAR,G,,"$1,570,897",1.570897,2015
667,Danny Trevathan,DEN,LB,,"$1,568,018",1.568018,2015
668,Byron Jones,DAL,CB,,"$1,563,989",1.563989,2015
669,Teddy Bridgewater,MIN,QB,,"$1,556,705",1.556705,2015
670,J.R. Sweezy,SEA,G,,"$1,556,212",1.556212,2015
671,Laken Tomlinson,DET,G,,"$1,554,589",1.554589,2015
672,Kelvin Beachum,PIT,LT,,"$1,553,474",1.553474,2015
673,Andre Caldwell,DEN,WR,,"$1,550,000",1.55,2015
674,Trumaine McBride,NYG,CB,,"$1,550,000",1.55,2015
675,Cordy Glenn,BUF,LT,,"$1,548,012",1.548012,2015
676,Antonio Allen,NYJ,CB,,"$1,542,000",1.542,2015
677,Larry Asante,OAK,SS,,"$1,542,000",1.542,2015
678,Johnson Bademosi,CLE,CB,,"$1,542,000",1.542,2015
679,Don Barclay,GB,RT,,"$1,542,000",1.542,2015
680,Antwon Blake,PIT,CB,,"$1,542,000",1.542,2015
681,Brandon Boykin,PIT,CB,,"$1,542,000",1.542,2015
682,Lance Dunbar,DAL,RB,,"$1,542,000",1.542,2015
683,Robert Golden,PIT,FS,,"$1,542,000",1.542,2015
684,Gino Gradkowski,ATL,C,,"$1,542,000",1.542,2015
685,Cory Harkey,STL,FB,,"$1,542,000",1.542,2015
686,Mike Harris,MIN,G,,"$1,542,000",1.542,2015
687,Andre Holmes,OAK,WR,,"$1,542,000",1.542,2015
688,Jaiquawn Jarrett,NYJ,FS,,"$1,542,000",1.542,2015
689,Will Johnson,PIT,FB,,"$1,542,000",1.542,2015
690,Marquette King,OAK,P,,"$1,542,000",1.542,2015
691,Bobby Rainey,TB,RB,,"$1,542,000",1.542,2015
692,Billy Winn,IND,DL,,"$1,542,000",1.542,2015
693,Breshad Perriman,BAL,WR,,"$1,534,607",1.534607,2015
694,Darrel Young,WAS,FB,,"$1,533,334",1.533334,2015
695,Charles Tillman,CAR,CB,,"$1,531,250",1.53125,2015
696,Sterling Moore,TB,CB,,"$1,525,000",1.525,2015
697,Jah Reid,KC,RT,,"$1,520,000",1.52,2015
698,Ed Dickson,CAR,TE,,"$1,516,666",1.516666,2015
699,Isa Abdul-Quddus,DET,FS,,"$1,500,000",1.5,2015
700,Christopher Conte,TB,FS,,"$1,500,000",1.5,2015
701,Clay Harbor,JAX,TE,,"$1,500,000",1.5,2015
702,Tarvaris Jackson,SEA,QB,,"$1,500,000",1.5,2015
703,Karl Klug,TEN,DL,,"$1,500,000",1.5,2015
704,Tony McDaniel,TB,DL/DT,,"$1,500,000",1.5,2015
705,Ryan Mundy,CHI,SS,,"$1,500,000",1.5,2015
706,Jon Ryan,SEA,P,,"$1,500,000",1.5,2015
707,Anthony Sherman,KC,FB,,"$1,500,000",1.5,2015
708,Luke Stocker,TB,TE,,"$1,500,000",1.5,2015
709,Kevin Williams,NO,DL,,"$1,500,000",1.5,2015
710,John Hughes,CLE,DL,,"$1,496,035",1.496035,2015
711,Ian Williams,SF,DL,,"$1,495,834",1.495834,2015
712,John Cyprien,JAX,SS,,"$1,491,574",1.491574,2015
713,Arthur Moats,PIT,ED,,"$1,483,333",1.483333,2015
714,Justin Hunter,TEN,WR,,"$1,479,313",1.479313,2015
715,Phillip Dorsett,IND,WR,,"$1,479,166",1.479166,2015
716,Jeff Allen,KC,G,,"$1,477,580",1.47758,2015
717,Byron Bell,TEN,RT,,"$1,475,000",1.475,2015
718,Bobby Massie,ARI,RT,,"$1,471,433",1.471433,2015
719,Zach Ertz,PHI,TE,,"$1,467,054",1.467054,2015
720,Kyle Arrington,BAL,CB,,"$1,466,666",1.466666,2015
721,Nick Folk,NYJ,K,,"$1,463,333",1.463333,2015
722,Allen Barbre,PHI,G,,"$1,450,000",1.45,2015
723,Alshon Jeffery,CHI,WR,,"$1,447,036",1.447036,2015
724,Darius Slay,DET,CB,,"$1,442,537",1.442537,2015
725,Damarious Randall,GB,FS,,"$1,439,224",1.439224,2015
726,Justin Bethel,ARI,CB,,"$1,438,556",1.438556,2015
727,Matt Prater,DET,K,,"$1,437,500",1.4375,2015
728,DeAngelo Williams,PIT,RB,,"$1,435,000",1.435,2015
729,Darrell Stuckey,SD,FS,,"$1,433,750",1.43375,2015
730,Giovani Bernard,CIN,RB,,"$1,432,729",1.432729,2015
731,Ryan Harris,DEN,LT,,"$1,420,000",1.42,2015
732,Manti Te'o,SD,LB,,"$1,410,660",1.41066,2015
733,Stephone Anthony,NO,LB,,"$1,405,766",1.405766,2015
734,Chris Clark,HOU,LT,,"$1,400,000",1.4,2015
735,John Jerry,NYG,G,,"$1,400,000",1.4,2015
736,Chris Maragos,PHI,FS,,"$1,400,000",1.4,2015
737,Derek Wolfe,DEN,DL,,"$1,397,881",1.397881,2015
738,Jacob Tamme,ATL,TE,,"$1,387,500",1.3875,2015
739,Malcom Brown,NE,DL,,"$1,384,223",1.384223,2015
740,Paul Fanaika,KC,G,,"$1,383,333",1.383333,2015
741,Colt McCoy,WAS,QB,,"$1,375,000",1.375,2015
742,Geno Smith,NYJ,QB,,"$1,368,983",1.368983,2015
743,Josh Brown,NYG,K,,"$1,350,000",1.35,2015
744,Marcus Easley,BUF,WR,,"$1,350,000",1.35,2015
745,Cornellius Carradine,SF,DL,,"$1,349,367",1.349367,2015
746,Tavon Wilson,NE,SS,,"$1,342,057",1.342057,2015
747,Kurt Coleman,CAR,FS,,"$1,340,625",1.340625,2015
748,Tim Masthay,GB,P,,"$1,340,000",1.34,2015
749,Robert Woods,BUF,WR,,"$1,327,302",1.327302,2015
750,Kendall Reyes,SD,DL,,"$1,313,453",1.313453,2015
751,Menelik Watson,OAK,RT,,"$1,307,687",1.307687,2015
752,Marshall Newhouse,NYG,RT,,"$1,300,000",1.3,2015
753,Matt Overton,IND,LS,,"$1,300,000",1.3,2015
754,Johnthan Banks,TB,CB,,"$1,288,997",1.288997,2015
755,Tyvon Branch,KC,SS,,"$1,287,500",1.2875,2015
756,Jake Long,ATL,LT,,"$1,275,000",1.275,2015
757,Anthony Dixon,BUF,RB,,"$1,266,666",1.266666,2015
758,Kendrick Lewis,BAL,FS,,"$1,266,666",1.266666,2015
759,Kawann Short,CAR,DL,,"$1,262,754",1.262754,2015
760,Xavier Su'a-Filo,HOU,G,,"$1,261,727",1.261727,2015
761,Akiem Hicks,NE,ED,,"$1,259,588",1.259588,2015
762,DeMarcus Lawrence,DAL,ED/DE,,"$1,251,511",1.251511,2015
763,Jonathan Freeny,NE,LB,,"$1,250,000",1.25,2015
764,James Harrison,PIT,ED,,"$1,250,000",1.25,2015
765,Joe Hawley,TB,C,,"$1,250,000",1.25,2015
766,Nate Irving,IND,LB,,"$1,250,000",1.25,2015
767,Sean Lissemore,SD,DL,,"$1,250,000",1.25,2015
768,Marcus Sherels,MIN,CB,,"$1,250,000",1.25,2015
769,Cody Wallace,PIT,C,,"$1,250,000",1.25,2015
770,Major Wright,TB,S,,"$1,250,000",1.25,2015
771,Joel Bitonio,CLE,G,,"$1,241,295",1.241295,2015
772,Zach Brown,TEN,LB,,"$1,227,640",1.22764,2015
773,Derek Carr,OAK,QB,,"$1,220,864",1.220864,2015
774,Ra'Shede Hageman,ATL,ED,,"$1,212,691",1.212691,2015
775,Jeron Johnson,WAS,SS,,"$1,209,375",1.209375,2015
776,Zak DeOssie,NYG,LS,,"$1,200,000",1.2,2015
777,Leger Douzable,NYJ,DL,,"$1,200,000",1.2,2015
778,Mark Herzlich,NYG,LB,,"$1,200,000",1.2,2015
779,Albert McClellan,BAL,ED,,"$1,200,000",1.2,2015
780,George Selvie,NYG,ED,,"$1,200,000",1.2,2015
781,Scott Tolzien,GB,QB,,"$1,200,000",1.2,2015
782,Kevin Minter,ARI,LB,,"$1,197,354",1.197354,2015
783,Kedric Golston,WAS,DL,,"$1,195,000",1.195,2015
784,Austin Seferian-Jenkins,TB,TE,,"$1,194,301",1.194301,2015
785,John Denney,MIA,LS,,"$1,180,000",1.18,2015
786,Marqise Lee,JAX,WR,,"$1,175,914",1.175914,2015
787,Nick Bellore,SF,LB/ILB,,"$1,170,000",1.17,2015
788,Brandon Myers,TB,TE,,"$1,166,666",1.166666,2015
789,Kyle Van Noy,DET,LB,,"$1,159,568",1.159568,2015
790,Nate Chandler,CAR,LT,,"$1,150,000",1.15,2015
791,Taiwan Jones,OAK,RB,,"$1,150,000",1.15,2015
792,Darren McFadden,DAL,RB,,"$1,150,000",1.15,2015
793,Gavin Escobar,DAL,TE,,"$1,148,317",1.148317,2015
794,Husain Abdullah,KC,FS,,"$1,145,000",1.145,2015
795,LaMarcus Joyner,STL,FS,,"$1,143,223",1.143223,2015
796,Eric Weems,ATL,WR,,"$1,132,500",1.1325,2015
797,Mike Adams,PIT,LT,,"$1,127,525",1.127525,2015
798,Jon Condo,OAK,LS,,"$1,127,500",1.1275,2015
799,Jordan Matthews,PHI,WR,,"$1,124,834",1.124834,2015
800,Joe Berger,MIN,G,,"$1,120,000",1.12,2015
801,Bryan Braman,PHI,ED,,"$1,120,000",1.12,2015
802,L.P. Ladouceur,DAL,LS,,"$1,120,000",1.12,2015
803,Brock Osweiler,DEN,QB,,"$1,118,944",1.118944,2015
804,Landon Collins,NYG,FS,,"$1,112,828",1.112828,2015
805,Nick Sundberg,WAS,LS,,"$1,112,500",1.1125,2015
806,Weston Richburg,NYG,C,,"$1,108,489",1.108489,2015
807,Donovan Smith,TB,LT,,"$1,103,429",1.103429,2015
808,Richie Incognito,BUF,G,,"$1,100,000",1.1,2015
809,Terrell McClain,DAL,ED,,"$1,100,000",1.1,2015
810,Johnathan Hankins,NYG,DL,,"$1,099,278",1.099278,2015
811,Cyrus Kouandjio,BUF,RT,,"$1,092,914",1.092914,2015
812,Ryan Allen,NE,P,,"$1,085,500",1.0855,2015
813,Mario Edwards,OAK,ED/DE,,"$1,080,264",1.080264,2015
814,Vinny Curry,PHI,DL,,"$1,076,038",1.076038,2015
815,T.J. Yeldon,JAX,RB,,"$1,075,231",1.075231,2015
816,Darrin Walls,NYJ,CB,,"$1,075,000",1.075,2015
817,Jarius Wynn,BUF,LB,,"$1,075,000",1.075,2015
818,Paul Richardson,SEA,WR,,"$1,071,099",1.071099,2015
819,Jon Dorenbos,PHI,LS,,"$1,070,000",1.07,2015
820,Andrew Sendejo,MIN,SS,,"$1,066,668",1.066668,2015
821,Kelechi Osemele,BAL,G,,"$1,064,595",1.064595,2015
822,Matt Spaeth,PIT,TE,,"$1,062,500",1.0625,2015
823,Casey Hayward,GB,CB,,"$1,053,154",1.053154,2015
824,Preston Smith,WAS,ED/OLB,,"$1,050,791",1.050791,2015
825,Lawrence Guy,BAL,DL,,"$1,050,000",1.05,2015
826,Stephon Tuitt,PIT,DL,,"$1,047,601",1.047601,2015
827,Garrison Sanborn,BUF,LS,,"$1,047,500",1.0475,2015
828,Rueben Randle,NYG,WR,,"$1,047,432",1.047432,2015
829,Devin Smith,NYJ,WR,,"$1,047,064",1.047064,2015
