player_name,team,position,year,total_contract_value_millions,guaranteed_money_millions
Belton Anthony Belton,GB,T,2015,8.016822,5.848297
McDuffie Isaiah McDuffie,GB,LB,2015,8.0,2.55
Reed Jayden Reed,GB,WR,2015,7.180778,4.048783
Bullard Javon Bullard,GB,S,2015,6.706132,3.735287
Williams Savion Williams,GB,WR,2015,6.292454,1.216328
Whelan Daniel Whelan,GB,P,2015,6.2,2.1
Lloyd Marshawn Lloyd,GB,RB,2015,5.840698,0.959284
Hopper Ty'Ron Hopper,GB,LB,2015,5.678024,0.949472
Kraft Tucker Kraft,GB,TE,2015,5.537934,1.027588
Willis Malik Willis,GB,QB,2015,5.1601,0.9328
Sorrell Barryn Sorrell,GB,ED,2015,5.141852,0.941852
Rhyan Sean Rhyan,GB,G,2015,5.122854,0.905712
Orzech Matthew Orzech,GB,LS,2015,4.83,0.75
Williams Evan Williams,GB,S,2015,4.82288,0.80288
Wooden Colby Wooden,GB,DL,2015,4.607928,0.767928
Oliver Collin Oliver,GB,ED,2015,4.604084,0.404084
Brinson Warren Brinson,GB,DL,2015,4.426384,0.226384
Doubs Romeo Doubs,GB,WR,2015,4.343916,0.683916
Monk Jacob Monk,GB,C,2015,4.321616,0.301616
Williams John Williams,GB,G,2015,4.301672,0.101672
Oladapo Kitan Oladapo,GB,S,2015,4.274276,0.254276
Glover Travis Glover,GB,LT,2015,4.19138,0.17138
Wicks Dontayvion Wicks,GB,WR,2015,4.142548,0.302548
Brooks Karl Brooks,GB,DL,2015,4.052028,0.212028
Valentine Carrington Valentine,GB,CB,2015,3.940704,0.100704
Enagbare Kingsley Enagbare,GB,DL,2015,3.902552,0.242552
Walker Rasheed Walker,GB,LT,2015,3.740872,0.080872
Stackhouse Nazir Stackhouse,GB,DL,2015,2.98,0.165
Cox Jr. Brenton Cox Jr.,GB,DL,2015,2.704,0.009
Riley Jordon Riley,GB,DL,2015,2.175,0.0
Kinnard Darian Kinnard,GB,G,2015,2.045,0.3
Simpson Jaylin Simpson,GB,S,2015,2.035,0.0
Bartholomew Shemar Bartholomew,GB,CB,2015,2.035,0.0
Keeney-James Jakobie Keeney-James,GB,WR,2015,1.845,0.0
Baldwin Johnathan Baldwin,GB,S,2015,1.845,0.0
FitzPatrick John FitzPatrick,GB,TE,2015,1.5,0.125
Strong Pierre Strong,GB,RB,2015,1.215,0.0
Niemann Nick Niemann,GB,LB,2015,1.17,0.0
Anderson Zayne Anderson,GB,S,2015,1.17,0.0
Welch Kristian Welch,GB,LB,2015,1.17,0.0
Ridder Desmond Ridder,GB,QB,2015,1.145,0.0
Havrisik Lucas Havrisik,GB,K,2015,1.075,0.0
Crumedy Jaden Crumedy,GB,ED,2015,1.075,0.0
Smith Lecitus Smith,GB,G,2015,1.03,0.0
Wilson Emanuel Wilson,GB,RB,2015,1.03,0.0
Melton Bo Melton,GB,WR,2015,1.03,0.0
Ford Jonathan Ford,GB,DL,2015,1.03,0.0
Whyle Josh Whyle,GB,TE,2015,1.03,0.0
Mosby Arron Mosby,GB,LB,2015,1.03,0.0
Johnson Jamon Johnson,GB,LB,2015,1.005,0.0
Swinson Messiah Swinson,GB,TE,2015,1.005,0.0
Banks Brant Banks,GB,G,2015,1.005,0.0
Brooks Chris Brooks,GB,RB,2015,0.915,0.0
McCord Kyle McCord,GB,QB,2015,0.885,0.0
Barnett Dante Barnett,GB,DL,2015,0.885,0.0
Neyor Isaiah Neyor,GB,WR,2015,0.885,0.0
Barnhart Karsen Barnhart,GB,G,2015,0.885,0.0
Sheppard Will Sheppard,GB,WR,2015,0.885,0.0
Perry Mark Perry,GB,S,2015,0.885,0.0
Martinez Damien Martinez,GB,RB,2015,0.885,0.0
Campbell Anthony Campbell,GB,DL,2015,0.885,0.0
Herring Tyron Herring,GB,S,2015,0.885,0.0
Castles McCallan Castles,GB,TE,2015,0.885,0.0
Ester James Ester,GB,DL,2015,0.885,0.0
Dabney Drake Dabney,GB,TE,2015,0.885,0.0
Cooper Dalton Cooper,GB,T,2015,0.885,0.0
Jennings Donovan Jennings,GB,G,2015,0.84,0.0
Hadden Kamal Hadden,GB,CB,2015,0.84,0.0
Stingley Jr. Derek Stingley Jr.,HOU,CB,2015,90.0,48.026
Collins Nico Collins,HOU,WR,2015,72.75,32.116
Kirk Christian Kirk,HOU,WR,2015,72.0,37.0
Howard Tytus Howard,HOU,RT,2015,56.0,36.002
Pitre Jalen Pitre,HOU,S,2015,39.0,20.656
Stroud C.J. Stroud,HOU,QB,2015,36.279243,36.279243
Schultz Dalton Schultz,HOU,TE,2015,36.0,23.5
Hunter Danielle Hunter,HOU,ED,2015,35.6,48.0
Anderson Will Anderson,HOU,ED,2015,35.212827,35.212827
Al-Shaair Azeez Al-Shaair,HOU,LB,2015,34.0,21.5
Mixon Joe Mixon,HOU,RB,2015,25.5,16.0
Autry Denico Autry,HOU,DL,2015,20.0,10.5
Fairbairn Ka'imi Fairbairn,HOU,K,2015,15.9,11.06
Higgins Jayden Higgins,HOU,WR,2015,11.700824,11.700824
Ward Jimmie Ward,HOU,S,2015,10.508,8.758
Edwards Mario Edwards,HOU,DL,2015,9.5,4.5
Ersery Aireontae Ersery,HOU,T,2015,9.211638,7.36931
Lassiter Kamari Lassiter,HOU,CB,2015,9.0148,7.090508
Mills Davis Mills,HOU,QB,2015,7.0,10.25
Fisher Blake Fisher,HOU,LT,2015,6.595428,3.562252
Smith Tremon Smith,HOU,CB,2015,6.5,4.5
Noel Jaylin Noel,HOU,WR,2015,6.466856,1.343168
Smith Jaylin Smith,HOU,CB,2015,6.161184,1.12086
Scruggs Juice Scruggs,HOU,C,2015,6.099103,3.212944
Settle Tim Settle,HOU,DL,2015,6.0,3.25
Townsend Tommy Townsend,HOU,P,2015,6.0,2.0
Ingram Ed Ingram,HOU,G,2015,5.997982,2.519804
Bullock Calen Bullock,HOU,S,2015,5.856998,1.079636
Dell Tank Dell,HOU,WR,2015,5.689104,1.137528
Harris Christian Harris,HOU,LB,2015,5.348249,1.069636
Rankins Sheldon Rankins,HOU,DL,2015,5.25,4.5
Marks Woody Marks,HOU,RB,2015,5.203768,1.003768
Watson Justin Watson,HOU,WR,2015,5.0,3.0
Stover Cade Stover,HOU,TE,2015,4.758936,0.738936
Andrews Jake Andrews,HOU,C,2015,4.648344,0.808344
Horton Dylan Horton,HOU,ED,2015,4.641036,0.801036
Reed Jaylen Reed,HOU,S,2015,4.4438,0.2438
Mertz Graham Mertz,HOU,QB,2015,4.428484,0.228484
Hamilton Kyonte Hamilton,HOU,DL,2015,4.338328,0.138328
Hill Jamal Hill,HOU,LB,2015,4.209392,0.189392
To'oTo'o Henry To'oTo'o,HOU,LB,2015,4.084976,0.244976
Patterson Jarrett Patterson,HOU,C,2015,4.009972,0.169972
Hutchinson Xavier Hutchinson,HOU,WR,2015,4.003704,0.163704
Barnett Derek Barnett,HOU,ED,2015,4.0,1.5
Clark Damone Clark,HOU,LB,2015,3.902552,0.242552
Speed E.J. Speed,HOU,LB,2015,3.5,3.25
Pryor Layne Pryor,HOU,TE,2015,3.1,0.0
Hansen Jake Hansen,HOU,LB,2015,3.0,1.25
Fatukasi Foley Fatukasi,HOU,DL,2015,3.0,1.5
Brinkman Austin Brinkman,HOU,LS,2015,2.975,0.11
Brooks British Brooks,HOU,RB,2015,2.845,0.24
Togiai Tommy Togiai,HOU,DL,2015,2.542353,2.295
Stewart M.J. Stewart,HOU,S,2015,2.5,0.5
Chubb Nick Chubb,HOU,RB,2015,2.5,1.5
Ingram Ja'Marcus Ingram,HOU,CB,2015,1.9525,0.0075
Huzzie Alijah Huzzie,HOU,CB,2015,1.895,0.04
Jordan Jawhar Jordan,HOU,RB,2015,1.845,0.0
Carter Ajani Carter,HOU,CB,2015,1.845,0.0
Jones Naquan Jones,HOU,DL,2015,1.835,0.25
Ogunbowale Dare Ogunbowale,HOU,RB,2015,1.8,0.75
Berrios Braxton Berrios,HOU,WR,2015,1.8,0.3
Hinish Kurt Hinish,HOU,DL,2015,1.8,0.375
Jordan Brevin Jordan,HOU,TE,2015,1.72,0.2
Brown Trenton Brown,HOU,RT,2015,1.452287,0.0
Bryant Harrison Bryant,HOU,TE,2015,1.17,0.0
Bryant Myles Bryant,HOU,CB,2015,1.17,0.0
Merriweather Kaevon Merriweather,HOU,S,2015,1.145,0.0
Thomas Xavier Thomas,HOU,ED,2015,1.075,0.0
Sow Sidy Sow,HOU,G,2015,1.075,0.0
Hollman Ka'dar Hollman,HOU,CB,2015,1.055,0.0
Wayne Jared Wayne,HOU,WR,2015,1.005,0.0
Byrd Solomon Byrd,HOU,ED,2015,1.005,0.0
Kingston Jarrett Kingston,HOU,G,2015,0.96,0.0
Tafuna Junior Tafuna,HOU,DL,2015,0.885,0.0
Lachey Luke Lachey,HOU,TE,2015,0.885,0.0
Kelly Josh Kelly,HOU,WR,2015,0.885,0.0
Cox Eli Cox,HOU,C,2015,0.885,0.0
Gardner Ahmad Gardner,IND,CB,2015,120.4,40.5
Raimann Bernhard Raimann,IND,LT,2015,100.0,36.656
Nelson Quenton Nelson,IND,G,2015,80.0,41.0
Pittman Jr. Michael Pittman Jr.,IND,WR,2015,70.0,41.0
Smith Braden Smith,IND,RT,2015,70.0,32.0
Bynum Camryn Bynum,IND,FS,2015,60.0,26.0
Ward Charvarius Ward,IND,CB,2015,54.0,27.0
Buckner DeForest Buckner,IND,DL,2015,46.0,43.25
Taylor Jonathan Taylor,IND,RB,2015,42.0,19.347555
Stewart Grover Stewart,IND,DL,2015,39.0,17.99
Richardson Anthony Richardson,IND,QB,2015,33.994031,33.994031
Franklin Zaire Franklin,IND,LB,2015,31.26,17.62
Moore Kenny Moore,IND,CB,2015,30.0,16.0
Ebukam Samson Ebukam,IND,ED,2015,24.0,10.755
Warren Tyler Warren,IND,TE,2015,20.96065,20.96065
Latu Laiatu Latu,IND,ED,2015,17.031894,17.031894
Jones Daniel Jones,IND,QB,2015,14.0,13.15
Paye Kwity Paye,IND,ED,2015,13.644833,13.644833
Lewis Tyquan Lewis,IND,ED,2015,12.0,6.7
Tuimoloau JT Tuimoloau,IND,ED,2015,9.942466,8.751358
Sanchez Rigoberto Sanchez,IND,P,2015,7.5,2.5
Pierce Alec Pierce,IND,WR,2015,6.601342,2.986037
Dulin Ashton Dulin,IND,WR,2015,6.5,2.94
Rhodes Luke Rhodes,IND,LS,2015,6.465,2.5
Walley Justin Walley,IND,CB,2015,6.444016,1.326556
Goncalves Matt Goncalves,IND,LT,2015,5.839038,1.066572
Downs Josh Downs,IND,WR,2015,5.520459,1.01488
Blackmon Mekhi Blackmon,IND,CB,2015,5.304084,0.857516
Cross Nick Cross,IND,S,2015,5.065638,0.8641
Bortolini Tanor Bortolini,IND,G,2015,4.799872,0.779872
Freeland Blake Freeland,IND,RT,2015,4.65588,0.81588
Adebawore Adetomiwa Adebawore,IND,DL,2015,4.636908,0.796908
Giddens DJ Giddens,IND,RB,2015,4.624744,0.424744
Leonard Riley Leonard,IND,QB,2015,4.435244,0.235244
Gould Anthony Gould,IND,WR,2015,4.372664,0.352664
Carlies Jaylon Carlies,IND,S,2015,4.35624,0.33624
Wohler Hunter Wohler,IND,S,2015,4.331068,0.131068
Scott Daniel Scott,IND,S,2015,4.147836,0.307836
Mallory Will Mallory,IND,TE,2015,4.130592,0.290592
Travis Jalen Travis,IND,T,2015,4.117273,0.921268
Johnson Eric Johnson,IND,DL,2015,3.98074,0.32074
Jones Jaylon Jones,IND,CB,2015,3.95348,0.11348
Ogletree Andrew Ogletree,IND,TE,2015,3.838188,0.178188
Thomas Rodney Thomas,IND,S,2015,3.755384,0.095384
Veresuk Devin Veresuk,IND,LB,2015,3.11,0.01
Carter Rob Carter,IND,S,2015,3.1,0.0
Ekeler Wyett Ekeler,IND,S,2015,3.1,0.0
Edwards Johnathan Edwards,IND,S,2015,2.995,0.28
Bullock John Bullock,IND,LB,2015,2.9825,0.0175
Lowery III Reuben Lowery III,IND,CB,2015,2.965,0.0
Tucker Dalton Tucker,IND,G,2015,2.87,0.24
Shrader Spencer Shrader,IND,K,2015,2.51,0.75
Alie-Cox Mo Alie-Cox,IND,TE,2015,2.2,1.1675
Wilson Jack Wilson,IND,T,2015,1.845,0.0
Pinter Danny Pinter,IND,C,2015,1.6675,0.75
Pratt Germaine Pratt,IND,LB,2015,1.5,0.6
Gallimore Neville Gallimore,IND,ED,2015,1.3375,0.4
Abdullah Ameer Abdullah,IND,RB,2015,1.255,0.0
Odum George Odum,IND,S,2015,1.255,0.0
Treadwell Laquon Treadwell,IND,WR,2015,1.255,0.0
Rivers Philip Rivers,IND,QB,2015,1.255,0.0
McKeon Sean McKeon,IND,TE,2015,1.215,0.0
Glowinski Mark Glowinski,IND,G,2015,1.21,0.0
Ahmed Salvon Ahmed,IND,RB,2015,1.17,0.0
Lammons Chris Lammons,IND,CB,2015,1.17,0.0
Wormley Chris Wormley,IND,DL,2015,1.17,0.0
Sills Josh Sills,IND,G,2015,1.145,0.0
Phillips Jacob Phillips,IND,LB,2015,1.1,0.0
Murray Bill Murray,IND,G,2015,1.075,0.0
Morrissey Jimmy Morrissey,IND,C,2015,1.075,0.0
Montgomery DJ Montgomery,IND,WR,2015,1.03,0.0
Johnson Buddy Johnson,IND,LB,2015,1.03,0.0
Mitchell Cameron Mitchell,IND,CB,2015,1.03,0.0
Goodson Tyler Goodson,IND,RB,2015,1.03,0.0
Olubi Segun Olubi,IND,LB,2015,1.03,0.0
Nchami Durell Nchami,IND,ED,2015,1.005,0.0
Washington Trey Washington,IND,S,2015,1.005,0.0
Fehoko Jr. Viliami Fehoko Jr.,IND,ED,2015,1.005,0.0
Ajiake Austin Ajiake,IND,LB,2015,1.005,0.0
Tenuta Luke Tenuta,IND,RT,2015,0.96,0.0
Henderson LaDarius Henderson,IND,G,2015,0.885,0.0
Henigan Seth Henigan,IND,QB,2015,0.885,0.0
Matos Bayron Matos,IND,T,2015,0.885,0.0
Bentley Ulysses Bentley,IND,RB,2015,0.885,0.0
Owen Coleman Owen,IND,WR,2015,0.885,0.0
Pancol Eli Pancol,IND,WR,2015,0.885,0.0
Smith Tim Smith,IND,DL,2015,0.885,0.0
Vaughn Joseph Vaughn,IND,LB,2015,0.885,0.0
Nikkel Ben Nikkel,IND,S,2015,0.885,0.0
Denbow Trevor Denbow,IND,S,2015,0.87,0.0
Grupe Blake Grupe,IND,K,2015,0.0,0.0
Lawrence Trevor Lawrence,JAX,QB,2015,275.0,142.0
Hines-Allen Joshua Hines-Allen,JAX,LB,2015,141.25,76.5
Meyers Jakobi Meyers,JAX,WR,2015,60.0,30.0
Van Lanen Cole Van Lanen,JAX,G,2015,51.0,25.0
Hunter Travis Hunter,JAX,WR,2015,46.649126,46.649126
Armstead Arik Armstead,JAX,ED,2015,43.5,28.0
Little Walker Little,JAX,LT,2015,40.5,25.944256
Mekari Patrick Mekari,JAX,G,2015,37.5,20.0
Walker Travon Walker,JAX,ED,2015,37.372621,37.372621
Hamilton DaVon Hamilton,JAX,DL,2015,34.5,20.0
Oluokun Foyesade Oluokun,JAX,LB,2015,30.0,21.5
Lewis Jourdan Lewis,JAX,CB,2015,30.0,20.0
Cleveland Ezra Cleveland,JAX,G,2015,24.0,14.25
Hainsey Robert Hainsey,JAX,C,2015,21.0,10.0
Murray Eric Murray,JAX,S,2015,19.5,10.0
Cooke Logan Cooke,JAX,P,2015,16.0,9.5
Thomas Jr. Brian Thomas Jr.,JAX,WR,2015,14.659978,14.659978
Harrison Anton Harrison,JAX,RT,2015,13.198521,13.198521
Lloyd Devin Lloyd,JAX,LB,2015,12.936605,12.936605
Etienne Travis Etienne,JAX,RB,2015,12.898105,12.898105
Newsome Greg Newsome,JAX,CB,2015,12.748736,12.748736
Brown Dyami Brown,JAX,WR,2015,10.0,9.5
Wingard Andrew Wingard,JAX,S,2015,9.6,4.08
Smith Maason Smith,JAX,ED,2015,8.0186,5.703444
Edoga Chuma Edoga,JAX,LT,2015,7.0,3.2
Ransaw Caleb Ransaw,JAX,CB,2015,6.28108,1.208056
Milum Wyatt Milum,JAX,G,2015,6.277304,1.205312
Strange Brenton Strange,JAX,TE,2015,6.114333,3.224712
Jones Jarrian Jones,JAX,CB,2015,5.596312,0.890044
Mundt Johnny Mundt,JAX,TE,2015,5.5,2.25
Tuten Bhayshul Tuten,JAX,RB,2015,5.276528,1.076528
Kiser Jack Kiser,JAX,LB,2015,5.256592,1.056592
Matiscik Ross Matiscik,JAX,LS,2015,5.07,0.8
Long Hunter Long,JAX,TE,2015,5.0,3.0
Miller Ventrell Miller,JAX,LB,2015,4.576936,0.736936
Mullens Nick Mullens,JAX,QB,2015,4.5,3.0
McLeod Jalen McLeod,JAX,LB,2015,4.430528,0.230528
Lane III Rayuan Lane III,JAX,S,2015,4.422176,0.222176
Monheim Jonah Monheim,JAX,C,2015,4.344308,0.144308
Allen LeQuint Allen,JAX,RB,2015,4.318756,0.118756
Abdullah Yasir Abdullah,JAX,ED,2015,4.205216,0.365216
Little Cam Little,JAX,K,2015,4.158388,0.138388
Johnson Antonio Johnson,JAX,S,2015,4.141832,0.301832
Washington Parker Washington,JAX,WR,2015,4.032264,0.192264
Hodges Cooper Hodges,JAX,G,2015,3.945488,0.105488
Brown Montaric Brown,JAX,CB,2015,3.77598,0.11598
Ogbah Emmanuel Ogbah,JAX,ED,2015,3.25,2.0
Striggow Danny Striggow,JAX,ED,2015,2.985,0.254
Green B.J. Green,JAX,ED,2015,2.9675,0.0825
Patrick Tim Patrick,JAX,WR,2015,2.5,2.5
Johnson Austin Johnson,JAX,DL,2015,2.0,1.75
Gardeck Dennis Gardeck,JAX,LB,2015,2.0,1.5
Combs Branson Combs,JAX,LB,2015,1.845,0.0
Smoot Dawuane Smoot,JAX,ED,2015,1.5,1.5
Jones Tim Jones,JAX,WR,2015,1.215,0.0
Dallas DeeJay Dallas,JAX,RB,2015,1.17,0.0
Dickerson Matt Dickerson,JAX,DL,2015,1.17,0.0
Trammell Austin Trammell,JAX,WR,2015,1.155,0.01
Morris Quintin Morris,JAX,TE,2015,1.15,0.365
Taylor Keith Taylor,JAX,CB,2015,1.1,0.0
Braswell Christian Braswell,JAX,CB,2015,1.03,0.0
Bradley Carter Bradley,JAX,QB,2015,1.005,0.0
Silmon-Craig Cam'Ron Silmon-Craig,JAX,S,2015,1.005,0.0
Lee Ricky Lee,JAX,LT,2015,1.005,0.0
Herbert Patrick Herbert,JAX,TE,2015,0.918667,0.033667
Dixon De’Shaan Dixon,JAX,LB,2015,0.915,0.0
Jackson Ja'Quinden Jackson,JAX,RB,2015,0.885,0.0
Zierer Kilian Zierer,JAX,T,2015,0.885,0.0
Wormley Sal Wormley,JAX,G,2015,0.885,0.0
Thomas Trevian Thomas,JAX,S,2015,0.885,0.0
Rose Keivie Rose,JAX,DL,2015,0.885,0.0
Muhammad Jabbar Muhammad,JAX,S,2015,0.885,0.0
Lovely Keni-H Lovely,JAX,CB,2015,0.885,0.0
Brayboy Chandler Brayboy,JAX,WR,2015,0.885,0.0
Carvin Jerome Carvin,JAX,G,2015,0.885,0.0
Cephus Joshua Cephus,JAX,WR,2015,0.84,0.0
Mahomes Patrick Mahomes,KC,QB,2015,450.0,63.081905
Jones Chris Jones,KC,DL,2015,158.75,60.0
Smith Trey Smith,KC,G,2015,94.0,46.75
Karlaftis George Karlaftis,KC,ED,2015,88.0,32.0
Taylor Jawaan Taylor,KC,RT,2015,80.0,40.0
Humphrey Creed Humphrey,KC,C,2015,72.0,35.0
Bolton Nick Bolton,KC,LB,2015,45.0,30.0
Kelce Travis Kelce,KC,TE,2015,34.25,17.0
Moore Jaylon Moore,KC,LT,2015,30.0,21.24
Butker Harrison Butker,KC,K,2015,25.6,17.75
Danna Michael Danna,KC,ED,2015,24.0,13.0
Fulton Kristian Fulton,KC,CB,2015,20.0,15.0
Tranquill Drue Tranquill,KC,LB,2015,19.0,12.5
Gray Noah Gray,KC,TE,2015,18.0,10.016
Simmons Josh Simmons,KC,T,2015,14.675356,14.675356
McDuffie Trent McDuffie,KC,CB,2015,13.992484,13.992484
Worthy Xavier Worthy,KC,WR,2015,13.790264,13.790264
Anudike-Uzomah Felix Anudike-Uzomah,KC,ED,2015,11.817817,11.817817
Norman-Lott Omarr Norman-Lott,KC,DL,2015,7.200372,4.317355
Brown Marquise Brown,KC,WR,2015,7.0,6.5
Gillotte Ashton Gillotte,KC,ED,2015,6.744624,1.54518
Rice Rashee Rice,KC,WR,2015,6.495208,3.519025
Suamataia Kingsley Suamataia,KC,LT,2015,6.421506,3.372071
Williams Nohl Williams,KC,CB,2015,6.335516,1.247648
Cook Bryan Cook,KC,S,2015,5.847138,2.403243
Morris Wanya Morris,KC,LT,2015,5.368357,0.90426
Royals Jalen Royals,KC,WR,2015,5.0672,0.8672
Chenal Leo Chenal,KC,LB,2015,5.044908,0.849024
Wiley Jared Wiley,KC,TE,2015,4.70862,0.68862
Bassa Jeffrey Bassa,KC,LB,2015,4.613652,0.413652
Conner Chamarri Conner,KC,CB,2015,4.591368,0.751368
Hicks Jaden Hicks,KC,S,2015,4.548708,0.528708
Smith Brashard Smith,KC,RB,2015,4.333476,0.133476
Williams Joshua Williams,KC,CB,2015,4.32626,0.66626
Nourzad Hunter Nourzad,KC,C,2015,4.321832,0.319516
Omenihu Charles Omenihu,KC,ED,2015,4.0,3.45
Watson Jaylen Watson,KC,CB,2015,3.745372,0.085372
Pacheco Isiah Pacheco,KC,RB,2015,3.739108,0.079108
Briningstool Jake Briningstool,KC,TE,2015,2.995,0.264
George Brandon George,KC,LB,2015,2.98,0.249
McDonald Cooper McDonald,KC,LB,2015,2.965,0.0
Driskell Ethan Driskell,KC,RT,2015,2.87,0.265
Roland-Wallace Christian Roland-Wallace,KC,CB,2015,2.835,0.155
Pickens Zacch Pickens,KC,DL,2015,2.175,0.0
Cochrane Jack Cochrane,KC,LB,2015,2.1,1.2
Smith Tyreke Smith,KC,LB,2015,2.035,0.0
Hanson C.J. Hanson,KC,G,2015,2.035,0.0
Johnson Nazeeh Johnson,KC,CB,2015,1.9,1.2
Remigio Nikko Remigio,KC,WR,2015,1.875,0.0
Oladokun Chris Oladokun,KC,QB,2015,1.845,0.0
Downs Ethan Downs,KC,ED,2015,1.845,0.0
Pole Esa Pole,KC,T,2015,1.845,0.0
Smith Jr. Melvin Smith Jr.,KC,CB,2015,1.845,0.0
Godrick Chukwuebuka Godrick,KC,T,2015,1.845,0.0
Knowles Kevin Knowles,KC,CB,2015,1.845,0.0
Tillery Jerry Tillery,KC,DL,2015,1.79,1.79
Winchester James Winchester,KC,LS,2015,1.65,1.65
Hunt Kareem Hunt,KC,RB,2015,1.5,0.85
Smith-Schuster JuJu Smith-Schuster,KC,WR,2015,1.4225,1.1975
Nnadi Derrick Nnadi,KC,DL,2015,1.4225,0.4175
Pennel Mike Pennel,KC,DL,2015,1.255,0.0
Tonyan Jr. Robert Tonyan Jr.,KC,TE,2015,1.255,0.0
Bush Deon Bush,KC,S,2015,1.255,0.396
Minshew Gardner Minshew,KC,QB,2015,1.17,0.0
Edwards Mike Edwards,KC,S,2015,1.17,0.0
Pierce Dameon Pierce,KC,RB,2015,1.1,0.0
Christiansen Cole Christiansen,KC,LB,2015,1.1,0.0
Robinson Janarius Robinson,KC,ED,2015,1.1,0.0
Thornton Tyquan Thornton,KC,WR,2015,1.1,0.0
Brownlee Jason Brownlee,KC,WR,2015,1.075,0.0
Waletzko Matt Waletzko,KC,RT,2015,1.075,0.0
Caliendo Mike Caliendo,KC,G,2015,1.03,0.0
Ingram Keaontay Ingram,KC,RB,2015,1.03,0.0
Araiza Matt Araiza,KC,P,2015,0.96,0.0
Scott Jr. Eric Scott Jr.,KC,CB,2015,0.96,0.0
Watson Tre Watson,KC,TE,2015,0.885,0.0
Powell ShunDerrick Powell,KC,RB,2015,0.885,0.0
Armstrong Andrew Armstrong,KC,WR,2015,0.885,0.0
Holiday Jimmy Holiday,KC,WR,2015,0.885,0.0
Harris Marcus Harris,KC,DL,2015,0.885,0.0
Arnold Kam Arnold,KC,LB,2015,0.885,0.0
Herbert Justin Herbert,LAC,QB,2015,262.5,133.738376
Slater Rashawn Slater,LAC,LT,2015,114.0,56.0
James Derwin James,LAC,S,2015,76.532,38.584
Tart Teair Tart,LAC,DL,2015,37.5,0.0
Alt Joe Alt,LAC,RT,2015,33.160944,33.160944
Dicker Cameron Dicker,LAC,K,2015,22.004,8.735
Pipkins Trey Pipkins,LAC,G,2015,21.75,13.25
Becton Mekhi Becton,LAC,G,2015,20.0,6.94
Molden Elijah Molden,LAC,CB,2015,18.5,13.5
Mack Khalil Mack,LAC,ED,2015,18.0,18.0
Hampton Omarion Hampton,LAC,RB,2015,17.774464,17.774464
Johnson Zion Johnson,LAC,G,2015,14.746678,14.746678
Johnston Quentin Johnston,LAC,WR,2015,14.188778,14.188778
Penning Trevor Penning,LAC,RT,2015,14.143316,14.143316
Dissly Will Dissly,LAC,TE,2015,14.0,10.0
Jackson Donte Jackson,LAC,CB,2015,13.0,7.0
Oweh Odafe Oweh,LAC,LB,2015,11.342391,8.916701
McConkey Ladd McConkey,LAC,WR,2015,9.995186,9.185943
Harris Tre Harris,LAC,WR,2015,7.817694,5.578246
Tuipulotu Tuli Tuipulotu,LAC,ED,2015,6.571383,3.577887
Bozeman Bradley Bozeman,LAC,C,2015,6.5,3.375
Caldwell Jamarree Caldwell,LAC,DL,2015,6.313266,1.231464
Colson Junior Colson,LAC,LB,2015,6.027006,1.203276
Dupree Bud Dupree,LAC,ED,2015,6.0,2.495
Scott JK Scott,LAC,P,2015,6.0,3.15
Harris Josh Harris,LAC,LS,2015,5.6,1.92
Dye Troy Dye,LAC,LB,2015,5.5,1.5
Henley Daiyan Henley,LAC,LB,2015,5.420421,0.942124
Harris Najee Harris,LAC,RB,2015,5.25,5.25
Kennard Kyle Kennard,LAC,DL,2015,5.130564,0.930564
Eboigbe Justin Eboigbe,LAC,DL,2015,4.859012,0.839012
Lambert-Smith KeAndre Lambert-Smith,LAC,WR,2015,4.608004,0.408004
Gadsden II Oronde Gadsden II,LAC,TE,2015,4.574036,0.374036
Davis Derius Davis,LAC,WR,2015,4.551932,0.711932
Still Tarheeb Still,LAC,CB,2015,4.39572,0.37572
Hart Cam Hart,LAC,CB,2015,4.383928,0.363928
Mickens R.J. Mickens,LAC,S,2015,4.37428,0.17428
Haskins Hassan Haskins,LAC,RB,2015,4.35222,0.69222
Matlock Scott Matlock,LAC,FB,2015,4.012296,0.172296
Ogbonnia Otito Ogbonnia,LAC,DL,2015,3.97888,0.31888
Salyer Jamaree Salyer,LAC,RT,2015,3.835928,0.175928
Leonard Deane Leonard,LAC,CB,2015,3.759664,0.099664
Allen Keenan Allen,LAC,WR,2015,3.02,2.255
Conklin Tyler Conklin,LAC,TE,2015,3.0,2.83
Rogers Eric Rogers,LAC,CB,2015,2.985,0.02
Washington Savion Washington,LAC,T,2015,2.98,0.015
Reed Nikko Reed,LAC,CB,2015,2.98,0.04
Oladokun Jordan Oladokun,LAC,CB,2015,2.975,0.01
Fuga Josh Fuga,LAC,DL,2015,2.975,0.01
Wax Marlowe Wax,LAC,LB,2015,2.968,0.003
Perryman Denzel Perryman,LAC,LB,2015,2.655,0.3
St-Juste Benjamin St-Juste,LAC,CB,2015,2.5,1.0
Hand Da'shawn Hand,LAC,DL,2015,2.35,0.725
Deculus Austin Deculus,LAC,RT,2015,2.07,0.0
Lance Trey Lance,LAC,QB,2015,2.0,1.5
Phillips Del'Shawn Phillips,LAC,ED,2015,1.7,0.4
Hart Bobby Hart,LAC,G,2015,1.255,0.0
Jefferson Tony Jefferson,LAC,SS,2015,1.255,0.0
Cleveland Ben Cleveland,LAC,G,2015,1.215,0.0
