rank,player_name,team,position,total_contract_value,total_contract_value_millions,year
73,Cameron Jordan,NO,ED/DE,"$12,427,838",12.427838,2022
74,Danielle Hunter,MIN,ED/OLB,"$12,338,750",12.33875,2022
75,Cody Whitehair,CHI,G,"$12,300,000",12.3,2022
76,Ronnie Stanley,BAL,LT,"$12,203,250",12.20325,2022
77,Davante Adams,LV,WR,"$12,180,000",12.18,2022
78,Zack Martin,DAL,G,"$12,031,000",12.031,2022
79,Tom Brady,TB,QB,"$11,896,000",11.896,2022
80,Dalvin Cook,MIN,RB,"$11,883,625",11.883625,2022
81,Stefon Diggs,BUF,WR,"$11,736,111",11.736111,2022
82,Adam Thielen,MIN,WR,"$11,668,234",11.668234,2022
83,Jack Conklin,CLE,RT,"$11,600,000",11.6,2022
84,Corey Linsley,LAC,C,"$11,600,000",11.6,2022
85,Braden Smith,IND,RT,"$11,567,000",11.567,2022
86,Preston Smith,GB,ED/OLB,"$11,460,588",11.460588,2022
87,Joe Mixon,CIN,RB,"$11,420,589",11.420589,2022
88,Emmanuel Ogbah,MIA,DL/DE,"$11,350,000",11.35,2022
89,Shaquille Leonard,IND,LB/ILB,"$11,166,000",11.166,2022
90,Darren Waller,LV,TE,"$11,165,000",11.165,2022
91,Kendall Fuller,WAS,CB,"$11,125,000",11.125,2022
92,George Fant,NYJ,RT,"$11,102,935",11.102935,2022
93,Lane Johnson,PHI,RT,"$11,059,000",11.059,2022
94,Mike Gesicki,MIA,TE,"$10,931,000",10.931,2022
95,Dalton Schultz,DAL,TE,"$10,931,000",10.931,2022
96,Mike McGlinchey,SF,RT,"$10,880,000",10.88,2022
97,Nick Bosa,SF,ED/DE,"$10,805,564",10.805564,2022
98,Grover Stewart,IND,DL/DT,"$10,625,000",10.625,2022
99,Quinnen Williams,NYJ,DL/DT,"$10,550,254",10.550254,2022
100,Marlon Humphrey,BAL,CB,"$10,528,800",10.5288,2022
101,Isaiah Wynn,NE,RT,"$10,413,000",10.413,2022
102,Connor McGovern,NYJ,C,"$10,333,334",10.333334,2022
103,Jordan Poyer,BUF,SS,"$10,276,464",10.276464,2022
104,Mike Evans,TB,WR,"$10,256,274",10.256274,2022
105,Quenton Nelson,IND,G,"$10,200,000",10.2,2022
106,Tyler Boyd,CIN,WR,"$10,100,000",10.1,2022
107,Poona Ford,SEA,ED/DE,"$10,075,000",10.075,2022
108,Tyler Lockett,SEA,WR,"$10,050,000",10.05,2022
109,Clelin Ferrell,LV,DL/DE,"$9,978,442",9.978442,2022
110,Kenny Clark,GB,DL/DT,"$9,975,647",9.975647,2022
111,Rayshawn Jenkins,JAX,S,"$9,911,765",9.911765,2022
112,Xavien Howard,MIA,CB,"$9,889,281",9.889281,2022
113,Joe Burrow,CIN,QB,"$9,870,037",9.870037,2022
114,Ryan Kelly,IND,C,"$9,750,000",9.75,2022
115,Brandin Cooks,HOU,WR,"$9,749,847",9.749847,2022
116,Darius Slay,PHI,CB,"$9,731,000",9.731,2022
117,Trent Williams,SF,LT,"$9,671,765",9.671765,2022
118,Mark Andrews,BAL,TE,"$9,657,611",9.657611,2022
119,Arik Armstead,SF,ED/DE,"$9,576,000",9.576,2022
120,Devin White,TB,LB/ILB,"$9,527,759",9.527759,2022
121,Jonathan Allen,WAS,DL/DT,"$9,500,000",9.5,2022
122,A'Shawn Robinson,LAR,DL/DE,"$9,500,000",9.5,2022
123,Chase Young,WAS,ED/DE,"$9,426,435",9.426435,2022
124,Brandon Graham,PHI,ED/DE,"$9,413,000",9.413,2022
125,Deshaun Watson,CLE,QB,"$9,402,285",9.402285,2022
126,Michael Davis,LAC,CB,"$9,375,000",9.375,2022
127,Derrick Henry,TEN,RB,"$9,367,647",9.367647,2022
128,Carl Lawson,NYJ,ED/DE,"$9,333,333",9.333333,2022
129,Adoree' Jackson,NYG,CB,"$9,288,032",9.288032,2022
130,Jeff Okudah,DET,CB,"$9,144,148",9.144148,2022
131,Jamal Adams,SEA,SS,"$9,110,000",9.11,2022
132,Roy Robertson-Harris,JAX,DL/DT,"$9,062,739",9.062739,2022
133,Elgton Jenkins,GB,G,"$9,020,703",9.020703,2022
134,Marshon Lattimore,NO,CB,"$8,999,400",8.9994,2022
135,Kevin Zeitler,BAL,G,"$8,975,000",8.975,2022
136,Evan Engram,JAX,TE,"$8,970,590",8.97059,2022
137,D.K. Metcalf,SEA,WR,"$8,838,827",8.838827,2022
138,Andrew Thomas,NYG,LT,"$8,821,524",8.821524,2022
139,Davon Godchaux,NE,DL/DT,"$8,750,000",8.75,2022
140,Khalil Mack,LAC,ED/OLB,"$8,750,000",8.75,2022
141,Marvin Jones,JAX,WR,"$8,712,500",8.7125,2022
142,Denico Autry,TEN,DL/DE,"$8,650,000",8.65,2022
143,Jason Kelce,PHI,C,"$8,645,000",8.645,2022
144,Daron Payne,WAS,DL/DT,"$8,529,000",8.529,2022
145,Charles Leno,WAS,LT,"$8,500,000",8.5,2022
146,Ryan Ramczyk,NO,RT,"$8,476,321",8.476321,2022
147,Travis Kelce,KC,TE,"$8,444,999",8.444999,2022
148,Jonnu Smith,NE,TE,"$8,381,168",8.381168,2022
149,Daniel Jones,NYG,QB,"$8,365,836",8.365836,2022
150,Trevor Lawrence,JAX,QB,"$8,362,156",8.362156,2022
151,B.J. Hill,CIN,DL/DT,"$8,333,333",8.333333,2022
152,Tua Tagovailoa,MIA,QB,"$8,256,938",8.256938,2022
153,Samson Ebukam,SF,ED/DE,"$8,250,000",8.25,2022
154,Fred Warner,SF,LB/ILB,"$8,164,000",8.164,2022
155,Derwin James,LAC,S,"$8,158,400",8.1584,2022
156,Joe Thuney,KC,G,"$8,151,250",8.15125,2022
157,Shaquil Barrett,TB,ED/OLB,"$8,150,000",8.15,2022
158,Carlton Davis,TB,CB,"$8,127,451",8.127451,2022
159,Minkah Fitzpatrick,PIT,S,"$8,124,235",8.124235,2022
160,Leonard Floyd,LAR,ED/OLB,"$8,000,000",8.0,2022
161,J.C. Jackson,LAC,CB,"$8,000,000",8.0,2022
162,Mitch Morse,BUF,C,"$8,000,000",8.0,2022
163,Larry Ogunjobi,PIT,DL/DE,"$8,000,000",8.0,2022
164,Zach Wilson,NYJ,QB,"$7,988,791",7.988791,2022
165,Taylor Moton,CAR,RT,"$7,976,250",7.97625,2022
166,Brian O'Neill,MIN,RT,"$7,819,667",7.819667,2022
167,Chandler Jones,LV,DL/DE,"$7,812,000",7.812,2022
168,Trey Lance,SF,QB,"$7,751,199",7.751199,2022
169,Stephon Gilmore,IND,CB,"$7,750,000",7.75,2022
170,John Johnson,CLE,SS,"$7,750,000",7.75,2022
171,Jonathan Jones,NE,CB,"$7,701,098",7.701098,2022
172,Andrus Peat,NO,G,"$7,666,000",7.666,2022
173,Cam Robinson,JAX,LT,"$7,661,765",7.661765,2022
174,Brandon Scherff,JAX,G,"$7,647,059",7.647059,2022
175,Diontae Johnson,PIT,WR,"$7,617,870",7.61787,2022
176,Frank Ragnow,DET,C,"$7,551,529",7.551529,2022
177,Jerome Baker,MIA,LB/ILB,"$7,515,555",7.515555,2022
178,Matt Feiler,LAC,G,"$7,500,000",7.5,2022
179,Christian Kirk,JAX,WR,"$7,500,000",7.5,2022
180,Justin Pugh,ARI,G,"$7,500,000",7.5,2022
181,Dalvin Tomlinson,MIN,DL/DT,"$7,500,000",7.5,2022
182,Vonn Bell,CIN,FS,"$7,488,235",7.488235,2022
183,Kyle Pitts,ATL,TE,"$7,479,658",7.479658,2022
184,Harrison Smith,MIN,FS,"$7,407,058",7.407058,2022
185,Robert Woods,TEN,WR,"$7,399,999",7.399999,2022
186,George Kittle,SF,TE,"$7,389,329",7.389329,2022
187,Terry McLaurin,WAS,WR,"$7,329,805",7.329805,2022
188,Chidobe Awuzie,CIN,CB,"$7,302,941",7.302941,2022
189,Adrian Amos,GB,FS,"$7,278,000",7.278,2022
190,Justin Herbert,LAC,QB,"$7,248,751",7.248751,2022
191,Gabe Jackson,SEA,G,"$7,237,777",7.237777,2022
192,Joshua Hines-Allen,JAX,ED/OLB,"$7,236,294",7.236294,2022
193,Saquon Barkley,NYG,RB,"$7,217,000",7.217,2022
194,David Onyemata,NO,DL/DT,"$7,198,000",7.198,2022
195,Sam Hubbard,CIN,ED/DE,"$7,183,000",7.183,2022
196,Jaire Alexander,GB,CB,"$7,076,000",7.076,2022
197,Kevin Byard,TEN,FS,"$7,058,000",7.058,2022
198,Dion Dawkins,BUF,LT,"$7,034,294",7.034294,2022
199,Ja'Marr Chase,CIN,WR,"$7,004,464",7.004464,2022
200,Austin Ekeler,LAC,RB,"$7,000,000",7.0,2022
201,Michael Brockers,DET,DL/DT,"$6,975,000",6.975,2022
202,Dean Lowry,GB,DL/DE,"$6,952,625",6.952625,2022
203,Darious Williams,JAX,CB,"$6,911,754",6.911754,2022
204,Chase Roullier,WAS,C,"$6,880,000",6.88,2022
205,Deebo Samuel,SF,WR,"$6,876,519",6.876519,2022
206,Travon Walker,JAX,DL/DE,"$6,795,022",6.795022,2022
207,Alex Cappa,CIN,G,"$6,750,000",6.75,2022
208,Kenny Moore,IND,CB,"$6,750,000",6.75,2022
209,Dawuane Smoot,JAX,DL/DE,"$6,710,294",6.710294,2022
210,Kolton Miller,LV,LT,"$6,700,000",6.7,2022
211,Maxx Crosby,LV,DL/DE,"$6,677,566",6.677566,2022
212,Foyesade Oluokun,JAX,LB/ILB,"$6,666,666",6.666666,2022
213,Joel Bitonio,CLE,G,"$6,658,824",6.658824,2022
214,Emmanuel Moseley,SF,CB,"$6,555,521",6.555521,2022
215,Cameron Erving,CAR,LT,"$6,510,000",6.51,2022
216,Teddy Bridgewater,MIA,QB,"$6,500,000",6.5,2022
217,Anthony Brown,DAL,CB,"$6,500,000",6.5,2022
218,Aidan Hutchinson,DET,DL/DE,"$6,493,343",6.493343,2022
219,Tyreek Hill,MIA,WR,"$6,485,000",6.485,2022
220,Derrick Brown,CAR,DL/DT,"$6,442,201",6.442201,2022
221,Kendrick Bourne,NE,WR,"$6,416,666",6.416666,2022
222,Mo Alie-Cox,IND,TE,"$6,320,000",6.32,2022
223,Halapoulivaati Vaitai,DET,G,"$6,304,861",6.304861,2022
224,Sterling Shepard,NYG,WR,"$6,303,823",6.303823,2022
225,Derek Stingley Jr.,HOU,CB,"$6,301,366",6.301366,2022
226,Uchenna Nwosu,SEA,LB/OLB,"$6,295,000",6.295,2022
227,Ed Oliver,BUF,DL/DT,"$6,260,276",6.260276,2022
228,Kareem Hunt,CLE,RB,"$6,250,000",6.25,2022
229,Sheldon Rankins,NYJ,DL/DT,"$6,191,168",6.191168,2022
230,Logan Thomas,WAS,TE,"$6,190,000",6.19,2022
231,Jaylen Waddle,MIA,WR,"$6,155,908",6.155908,2022
232,Alvin Kamara,NO,RB,"$6,128,000",6.128,2022
233,D.J. Moore,CAR,WR,"$6,110,000",6.11,2022
234,Donte Jackson,CAR,CB,"$6,101,666",6.101666,2022
235,Graham Glasgow,DEN,G,"$6,100,000",6.1,2022
236,Ahmad Gardner,NYJ,CB,"$6,081,964",6.081964,2022
237,Jalen Mills,NE,CB,"$6,066,176",6.066176,2022
238,DeVante Parker,NE,WR,"$6,025,720",6.02572,2022
239,Devin Bush,PIT,LB/ILB,"$6,004,653",6.004653,2022
240,Aaron Jones,GB,RB,"$5,900,941",5.900941,2022
241,Demario Davis,NO,LB/ILB,"$5,896,000",5.896,2022
242,Byron Jones,MIA,CB,"$5,871,000",5.871,2022
243,Wes Schweitzer,WAS,G,"$5,820,000",5.82,2022
244,Quandre Diggs,SEA,SS,"$5,800,000",5.8,2022
245,Foley Fatukasi,JAX,DL/DT,"$5,774,509",5.774509,2022
246,Devin McCourty,NE,FS,"$5,750,000",5.75,2022
247,Cedrick Wilson,MIA,WR,"$5,750,000",5.75,2022
248,Kayvon Thibodeaux,NYG,ED/OLB,"$5,698,007",5.698007,2022
249,A.J. Brown,PHI,WR,"$5,680,894",5.680894,2022
250,Russell Gage,TB,WR,"$5,666,666",5.666666,2022
251,Connor Williams,MIA,C,"$5,660,000",5.66,2022
252,Micah Hyde,BUF,FS,"$5,656,000",5.656,2022
253,Isaiah Simmons,ARI,LB/ILB,"$5,635,651",5.635651,2022
254,Rashaad Penny,SEA,RB,"$5,630,000",5.63,2022
255,Jonah Williams,CIN,LT,"$5,609,598",5.609598,2022
256,Randy Gregory,DEN,ED/OLB,"$5,600,000",5.6,2022
257,C.J. Mosley,NYJ,LB/ILB,"$5,596,000",5.596,2022
258,Wil Lutz,NO,K,"$5,570,000",5.57,2022
259,Matt Pryor,IND,G,"$5,545,000",5.545,2022
260,Jamal Agnew,JAX,WR,"$5,543,136",5.543136,2022
261,Robbie Gould,SF,K,"$5,509,313",5.509313,2022
262,Penei Sewell,DET,RT,"$5,477,061",5.477061,2022
263,Laken Tomlinson,NYJ,G,"$5,380,000",5.38,2022
264,Jedrick Wills,CLE,LT,"$5,373,522",5.373522,2022
265,Courtland Sutton,DEN,WR,"$5,325,000",5.325,2022
266,Nick Chubb,CLE,RB,"$5,213,059",5.213059,2022
267,Cameron Sutton,PIT,CB,"$5,200,000",5.2,2022
268,Von Miller,BUF,ED/DE,"$5,150,000",5.15,2022
269,Chris Boswell,PIT,K,"$5,149,514",5.149514,2022
270,Taysom Hill,NO,TE,"$5,125,000",5.125,2022
271,Rob Havenstein,LAR,RT,"$5,083,294",5.083294,2022
272,Eric Rowe,MIA,SS,"$5,075,000",5.075,2022
273,Rashan Gary,GB,ED/OLB,"$5,051,872",5.051872,2022
274,Harold Landry,TEN,ED/OLB,"$5,050,000",5.05,2022
275,Denzel Ward,CLE,CB,"$5,035,000",5.035,2022
276,Mekhi Becton,NYJ,RT,"$5,030,740",5.03074,2022
277,Ikem Ekwonu,CAR,LT,"$5,012,373",5.012373,2022
278,Tyus Bowser,BAL,ED/OLB,"$5,000,000",5.0,2022
279,Chris Godwin,TB,WR,"$5,000,000",5.0,2022
280,Mike Hilton,CIN,CB,"$5,000,000",5.0,2022
281,Sebastian Joseph,LAC,DL/DE,"$5,000,000",5.0,2022
282,Ted Karras,CIN,C,"$5,000,000",5.0,2022
283,Jason Myers,SEA,K,"$5,000,000",5.0,2022
284,Matt Milano,BUF,LB/OLB,"$4,923,588",4.923588,2022
285,Christian Wilkins,MIA,DL/DT,"$4,912,441",4.912441,2022
286,Amari Cooper,CLE,WR,"$4,896,000",4.896,2022
287,Marquez Valdes-Scantling,KC,WR,"$4,880,000",4.88,2022
288,Jaycee Horn,CAR,CB,"$4,798,215",4.798215,2022
289,David Andrews,NE,C,"$4,775,000",4.775,2022
290,Patrick Surtain II,DEN,CB,"$4,764,242",4.764242,2022
291,Justin Tucker,BAL,K,"$4,758,333",4.758333,2022
292,Zach Ertz,ARI,TE,"$4,750,000",4.75,2022
293,Myles Jack,PIT,LB/ILB,"$4,750,000",4.75,2022
294,Mason Crosby,GB,K,"$4,735,000",4.735,2022
295,Derek Watt,PIT,FB,"$4,713,334",4.713334,2022
296,Shelby Harris,SEA,DL/DT,"$4,709,988",4.709988,2022
297,Chris Lindstrom,ATL,G,"$4,680,059",4.680059,2022
298,La'el Collins,CIN,RT,"$4,666,666",4.666666,2022
299,Jacoby Brissett,CLE,QB,"$4,650,000",4.65,2022
300,Jourdan Lewis,DAL,CB,"$4,637,255",4.637255,2022
301,Tim Patrick,DEN,WR,"$4,606,666",4.606666,2022
302,D.J. Reed,NYJ,CB,"$4,601,754",4.601754,2022
303,Justin Jones,CHI,DL/DT,"$4,600,000",4.6,2022
304,Will Dissly,SEA,TE,"$4,590,000",4.59,2022
305,DeVonta Smith,PHI,WR,"$4,577,589",4.577589,2022
306,Justin Reid,KC,S,"$4,550,000",4.55,2022
307,Michael Gallup,DAL,WR,"$4,529,412",4.529412,2022
308,Marcedes Lewis,GB,TE,"$4,525,000",4.525,2022
309,Gus Edwards,BAL,RB,"$4,500,000",4.5,2022
310,Lawrence Guy,NE,DL/DT,"$4,500,000",4.5,2022
311,Austin Johnson,LAC,DL/DT,"$4,500,000",4.5,2022
312,Taron Johnson,BUF,CB,"$4,500,000",4.5,2022
313,Matt Prater,ARI,K,"$4,500,000",4.5,2022
314,Evan Neal,NYG,RT,"$4,463,865",4.463865,2022
315,Wyatt Teller,CLE,G,"$4,426,300",4.4263,2022
316,Tristan Wirfs,TB,RT,"$4,425,825",4.425825,2022
317,Jordan Mailata,PHI,LT,"$4,422,000",4.422,2022
318,Mecole Hardman,KC,WR,"$4,399,191",4.399191,2022
319,Michael Dickson,SEA,P,"$4,383,059",4.383059,2022
320,Jamaal Williams,DET,RB,"$4,375,000",4.375,2022
321,Zay Jones,JAX,WR,"$4,333,333",4.333333,2022
322,Chukwuma Okorafor,PIT,RT,"$4,333,333",4.333333,2022
323,Bilal Nichols,LV,DL/DT,"$4,312,500",4.3125,2022
324,Brian Burns,CAR,ED/DE,"$4,308,240",4.30824,2022
325,Allen Robinson,LAR,WR,"$4,300,000",4.3,2022
326,Deatrich Wise,NE,ED/DE,"$4,291,168",4.291168,2022
327,Justin Fields,CHI,QB,"$4,289,081",4.289081,2022
328,Marcus Mariota,ATL,QB,"$4,250,000",4.25,2022
329,Vita Vea,TB,DL/DT,"$4,245,475",4.245475,2022
330,De'Vondre Campbell,GB,LB/ILB,"$4,241,176",4.241176,2022
331,Pat Elflein,CAR,C,"$4,234,559",4.234559,2022
332,Daniel Carlson,LV,K,"$4,234,445",4.234445,2022
333,Brandon McManus,DEN,K,"$4,231,250",4.23125,2022
334,Javon Kinlaw,SF,DL/DT,"$4,224,189",4.224189,2022
335,Jordan Whitehead,NYJ,S,"$4,223,384",4.223384,2022
336,Rodger Saffold,BUF,G,"$4,220,000",4.22,2022
337,Dexter Lawrence,NYG,DL/DT,"$4,215,286",4.215286,2022
338,James Daniels,PIT,G,"$4,166,666",4.166666,2022
339,Randall Cobb,GB,WR,"$4,149,018",4.149018,2022
340,Jerry Jeudy,DEN,WR,"$4,143,538",4.143538,2022
341,Eric Murray,HOU,FS,"$4,142,500",4.1425,2022
342,Byron Pringle,CHI,WR,"$4,125,000",4.125,2022
343,Garrett Bradbury,MIN,C,"$4,099,095",4.099095,2022
344,Mason Rudolph,PIT,QB,"$4,040,000",4.04,2022
345,Mike Purcell,DEN,DL/DT,"$4,036,765",4.036765,2022
346,Jeffery Simmons,TEN,DL/DE,"$4,029,376",4.029376,2022
347,Marcus Williams,BAL,S,"$4,028,000",4.028,2022
348,Chris Manhertz,JAX,TE,"$4,025,000",4.025,2022
349,DJ Chark,DET,WR,"$4,023,333",4.023333,2022
350,D.J. Jones,DEN,DL/DT,"$4,023,333",4.023333,2022
351,Austin Blythe,SEA,C,"$4,000,000",4.0,2022
352,Fletcher Cox,PHI,DL/DT,"$4,000,000",4.0,2022
353,Zach Cunningham,TEN,LB/ILB,"$4,000,000",4.0,2022
354,Gerald Everett,LAC,TE,"$4,000,000",4.0,2022
355,Casey Hayward,ATL,CB,"$4,000,000",4.0,2022
356,Ryan Jensen,TB,C,"$4,000,000",4.0,2022
357,Arden Key,JAX,DL/DE,"$4,000,000",4.0,2022
358,Ryan Succop,TB,K,"$4,000,000",4.0,2022
359,Jameis Winston,NO,QB,"$4,000,000",4.0,2022
360,Terron Armstead,MIA,LT,"$3,990,588",3.990588,2022
361,Azeez Al-Shaair,SF,LB,"$3,986,000",3.986,2022
362,Allen Lazard,GB,WR,"$3,986,000",3.986,2022
363,Jakobi Meyers,NE,WR,"$3,986,000",3.986,2022
364,Nik Needham,MIA,CB,"$3,986,000",3.986,2022
365,Darnell Savage,GB,SS,"$3,982,901",3.982901,2022
366,Isaac Seumalo,PHI,G,"$3,976,000",3.976,2022
367,James Conner,ARI,RB,"$3,975,000",3.975,2022
368,Taven Bryan,CLE,DL/DT,"$3,941,180",3.94118,2022
369,Andre Dillard,PHI,LT,"$3,936,095",3.936095,2022
370,Melvin Ingram,MIA,ED/OLB,"$3,920,000",3.92,2022
371,Drake London,ATL,WR,"$3,915,358",3.915358,2022
372,Leonard Fournette,TB,RB,"$3,911,765",3.911765,2022
373,Anthony Averett,LV,CB,"$3,910,000",3.91,2022
374,A.J. Terrell,ATL,CB,"$3,901,568",3.901568,2022
375,Tytus Howard,HOU,RT,"$3,889,948",3.889948,2022
376,Charles Cross,SEA,LT,"$3,887,932",3.887932,2022
377,Maliek Collins,HOU,DL/DT,"$3,882,360",3.88236,2022
378,Micah Parsons,DAL,ED/OLB,"$3,881,771",3.881771,2022
379,Chuck Clark,BAL,SS,"$3,878,333",3.878333,2022
380,Haason Reddick,PHI,LB/OLB,"$3,878,000",3.878,2022
381,Tyler Higbee,LAR,TE,"$3,875,000",3.875,2022
382,Harrison Phillips,MIN,DL/DT,"$3,833,333",3.833333,2022
383,Markus Golden,ARI,ED/OLB,"$3,830,000",3.83,2022
384,CeeDee Lamb,DAL,WR,"$3,820,912",3.820912,2022
385,Charvarius Ward,SF,CB,"$3,800,000",3.8,2022
386,Josh Jacobs,LV,RB,"$3,796,990",3.79699,2022
387,Trenton Brown,NE,LT,"$3,794,118",3.794118,2022
388,Rashawn Slater,LAC,LT,"$3,779,945",3.779945,2022
389,Braxton Berrios,NYJ,WR,"$3,767,500",3.7675,2022
390,Christian Kirksey,HOU,LB/ILB,"$3,764,712",3.764712,2022
391,Eli Apple,CIN,CB,"$3,750,000",3.75,2022
392,Jerry Hughes,HOU,ED/DE,"$3,750,000",3.75,2022
393,Josey Jewell,DEN,LB/ILB,"$3,750,000",3.75,2022
394,Byron Murphy,ARI,CB,"$3,747,636",3.747636,2022
395,Garrett Wilson,NYJ,WR,"$3,737,092",3.737092,2022
396,Dallas Goedert,PHI,TE,"$3,721,732",3.721732,2022
397,Jawaan Taylor,JAX,RT,"$3,721,077",3.721077,2022
398,Jayron Kearse,DAL,S,"$3,720,576",3.720576,2022
399,Austin Jackson,MIA,RT,"$3,720,095",3.720095,2022
400,Steven Nelson,HOU,CB,"$3,705,872",3.705872,2022
401,Montez Sweat,WAS,ED/DE,"$3,704,037",3.704037,2022
402,Duane Brown,NYJ,LT,"$3,696,000",3.696,2022
403,Mitchell Trubisky,PIT,QB,"$3,660,000",3.66,2022
404,Amani Hooker,TEN,S,"$3,648,370",3.64837,2022
405,Justin Britt,HOU,C,"$3,647,067",3.647067,2022
406,K’Lavon Chaisson,JAX,ED/OLB,"$3,639,440",3.63944,2022
407,Josh Sweat,PHI,ED/DE,"$3,628,000",3.628,2022
408,Alijah Vera-Tucker,NYJ,RT,"$3,610,234",3.610234,2022
409,Zaire Franklin,IND,LB/OLB,"$3,610,000",3.61,2022
410,Dalton Risner,DEN,G,"$3,593,597",3.593597,2022
411,DaQuan Jones,BUF,DL/DT,"$3,583,333",3.583333,2022
412,Justin Jefferson,MIN,WR,"$3,578,946",3.578946,2022
413,Calais Campbell,BAL,DL/DE,"$3,560,000",3.56,2022
